datetime,delMontague_lag1_regression_disagg,delMontague_lag2_regression_disagg,delTrenton_lag1_regression_disagg,delTrenton_lag2_regression_disagg,delTrenton_lag3_regression_disagg,delTrenton_lag4_regression_disagg
2010-03-01,1839.1831305766439,1651.6217917387778,6115.824553551659,5737.912040021992,5393.846466673522,5177.512525050591
2010-03-02,1960.1194877000682,1749.1594916166391,6365.039081502932,6167.958993714391,5774.752738061459,5533.290176033959
2010-03-03,1986.5714184043782,1756.7621894991325,7120.555472817021,6731.941022172534,6338.856862487248,6073.540467465739
2010-03-04,1963.071532112517,1727.9091943869034,7296.94101418643,6805.273298067886,6392.969878506779,6121.698168660658
2010-03-05,2065.1843941216616,1694.0490046401696,7124.672368193848,6755.597498512517,6330.5675758493635,5924.9061352242115
2010-03-06,2156.170177767856,1697.7615311080335,6744.894201557903,6489.614721185949,6041.922160833035,5552.572828179232
2010-03-07,2234.269358495566,1778.7806991170564,6189.994571060058,5998.7728054100535,5505.692587131418,5024.798354864586
2010-03-08,2450.5724018562096,2227.243511897692,5504.931505844923,5248.359055610925,5008.667357889664,4765.909233082762
2010-03-09,3281.152994432698,3007.121973592414,4783.461109916072,5162.740165223708,5212.00346745893,4923.09954238191
2010-03-10,3653.164136203462,3302.271636983299,5053.876570418587,6026.0006246121675,5349.300670666368,4985.790773961442
2010-03-11,3927.52501125893,4034.2324397732045,6402.9315767412,6890.810421349449,5826.569461480778,5918.682263609171
2010-03-12,4673.306965229587,4515.660125916566,7477.094407094523,7678.915394632051,6944.317150859042,6767.691724410071
2010-03-13,5398.564608580109,4924.035589644165,8168.562684762379,8891.05431798776,8065.905648532789,7571.363341931063
2010-03-14,7664.532424892053,6459.161728877985,10702.404492246413,13453.596392116644,12863.489628164203,11612.788172592936
2010-03-15,7261.680190426598,6428.513872016409,18022.014347912464,19221.902869720387,16288.248431376176,15374.101128953662
2010-03-16,6574.446162917369,6203.284118694324,24163.437704491887,20984.635717842662,18466.816758999586,17987.417701622566
2010-03-17,6310.266194152002,5572.095995391984,22672.456711448816,19983.905798601045,18107.870229228472,17222.41157476302
