,pepacton,cannonsville,neversink,Total,PercentageTotal
9/14/2016,108669,55872,26215,190756,70.44165436
9/15/2016,108250,54813,26156,189219,69.87407681
9/16/2016,107734,53646,26106,187486,69.23412112
9/17/2016,107220,52525,26022,185767,68.5993353
9/18/2016,106788,51931,25959,184678,68.1971935
9/19/2016,106452,51954,25929,184335,68.07053176
9/20/2016,106084,52257,25908,184249,68.038774
9/21/2016,105637,51558,25862,183057,67.59859675
9/22/2016,105129,50717,25813,181659,67.0823486
9/23/2016,104653,49889,25750,180292,66.57754801
9/24/2016,104177,49247,25703,179127,66.14734121
9/25/2016,103688,48670,25642,178000,65.73116691
9/26/2016,103183,48103,25591,176877,65.31646972
9/27/2016,102822,47558,25533,175913,64.96048744
9/28/2016,102367,46969,25487,174823,64.55797637
9/29/2016,101914,46435,25433,173782,64.17355982
9/30/2016,101523,46024,25387,172934,63.86041359
10/1/2016,101117,45534,25329,171980,63.50812408
10/2/2016,100761,45012,25304,171077,63.17466765
10/3/2016,100450,44344,25275,170069,62.80243722
10/4/2016,100109,43699,25246,169054,62.42762186
10/5/2016,99769,43309,25197,168275,62.13995569
10/6/2016,99428,42952,25172,167552,61.87296898
10/7/2016,99106,42531,25122,166759,61.58013294
10/8/2016,98690,42111,25089,165890,61.25923191
10/9/2016,98229,41722,25056,165007,60.933161
10/10/2016,97755,41343,25014,164112,60.60265879
10/11/2016,97298,40955,24977,163230,60.27695716
10/12/2016,96780,40514,24936,162230,59.90768095
10/13/2016,96234,40031,24895,161160,59.51255539
10/14/2016,95750,39558,24863,160171,59.14734121
10/15/2016,95176,38570,24764,158510,58.53397341
10/16/2016,94635,37609,24711,156955,57.95974889
10/17/2016,94126,36657,24682,155465,57.40952733
10/18/2016,93527,35716,24645,153888,56.82717873
10/19/2016,92873,34904,24515,152292,56.23781388
10/20/2016,92264,34131,24389,150784,55.68094535
10/21/2016,91806,33774,24173,149753,55.30022157
10/22/2016,91423,33102,23983,148508,54.84047267
10/23/2016,90863,32546,23938,147347,54.41174298
10/24/2016,90219,31962,23914,146095,53.94940916
10/25/2016,89462,31202,23882,144546,53.3774003
10/26/2016,88662,30516,23705,142883,52.76329394
10/27/2016,88157,30182,23501,141840,52.37813885
10/28/2016,87681,29709,23382,140772,51.98375185
10/29/2016,87023,29542,23207,139772,51.61447563
10/30/2016,86294,29144,23012,138450,51.12629247
10/31/2016,85611,28764,22826,137201,50.66506647
11/1/2016,85087,28396,22811,136294,50.33013294
11/2/2016,84594,28132,22791,135517,50.04320532
11/3/2016,84103,27877,22768,134748,49.75923191
11/4/2016,83667,27375,22752,133794,49.40694239
11/5/2016,83165,26864,22713,132742,49.01846381
11/6/2016,82538,26285,22694,131517,48.56610044
11/7/2016,81940,25690,22669,130299,48.11632201
11/8/2016,81168,25009,22525,128702,47.52658789
11/9/2016,80533,24248,22501,127282,47.00221566
11/10/2016,79960,23505,22470,125935,46.50480059
11/11/2016,79155,22755,22443,124353,45.92060561
11/12/2016,78342,21989,22412,122743,45.3260709
11/13/2016,77521,21200,22388,121109,44.72267356
11/14/2016,76702,20449,22369,119520,44.13589365
11/15/2016,75944,19900,22186,118030,43.58567208
11/16/2016,75347,19408,21988,116743,43.11041359
11/17/2016,74701,18951,21737,115389,42.61041359
11/18/2016,74124,18550,21500,114174,42.16174298
11/19/2016,73576,18311,21237,113124,41.77400295
11/20/2016,73081,18093,20991,112165,41.41986706
11/21/2016,72574,17840,20742,111156,41.04726736
11/22/2016,72072,17537,20484,110093,40.65472674
11/23/2016,71545,17376,20220,109141,40.30317578
11/24/2016,71172,17249,20053,108474,40.05686854
11/25/2016,70765,17144,19862,107771,39.79726736
11/26/2016,70371,17024,19675,107070,39.53840473
11/27/2016,70053,16996,19485,106534,39.34047267
11/28/2016,69776,17319,19311,106406,39.29320532
11/29/2016,69625,17755,19307,106687,39.39697194
11/30/2016,69763,18430,19708,107901,39.84527326
12/1/2016,70613,19493,20009,110115,40.66285081
12/2/2016,71725,20821,20238,112784,41.64844904
12/3/2016,72419,21958,20205,114582,42.31240768
12/4/2016,72886,22855,20090,115831,42.77363368
12/5/2016,73250,23621,19957,116828,43.14180207
12/6/2016,73497,24241,19792,117530,43.40103397
12/7/2016,73745,24881,19635,118261,43.67097489
12/8/2016,73953,25494,19464,118911,43.91100443
12/9/2016,73967,26038,19275,119280,44.04726736
12/10/2016,74006,26302,19079,119387,44.08677991
12/11/2016,74084,26430,18875,119389,44.08751846
12/12/2016,74202,26541,18689,119432,44.10339734
12/13/2016,74281,26549,18715,119545,44.14512555
12/14/2016,74426,26524,18771,119721,44.21011817
12/15/2016,74439,26455,18786,119680,44.19497784
12/16/2016,74413,26302,18811,119526,44.13810931
12/17/2016,74439,26132,18843,119414,44.09675037
12/18/2016,74596,26064,18917,119577,44.15694239
12/19/2016,76702,27579,19544,123825,45.72562777
12/20/2016,77816,28430,19752,125998,46.52806499
12/21/2016,78600,29023,19909,127532,47.09453471
12/22/2016,79100,29821,20042,128963,47.62296898
12/23/2016,79442,30590,20157,130189,48.07570162
12/24/2016,79673,31053,20253,130979,48.36742984
12/25/2016,79891,31434,20376,131701,48.63404727
12/26/2016,80069,31795,20488,132352,48.87444609
12/27/2016,80178,32203,20581,132962,49.09970458
12/28/2016,80574,32582,20720,133876,49.43722304
12/29/2016,80878,32926,20799,134603,49.70568685
12/30/2016,81154,33130,20923,135207,49.92872969
12/31/2016,81374,33269,21014,135657,50.09490399
1/1/2017,81540,33626,21089,136255,50.31573117
1/2/2017,81678,33765,21169,136612,50.44756278
1/3/2017,81815,33883,21253,136951,50.57274742
1/4/2017,82232,34320,21443,137995,50.95827179
1/5/2017,82788,35152,21641,139581,51.54394387
1/6/2017,83165,35706,21784,140655,51.94054653
1/7/2017,83443,36112,21876,141431,52.22710487
1/8/2017,83625,36380,21953,141958,52.42171344
1/9/2017,83780,36528,22028,142336,52.56129985
1/10/2017,83948,36954,22093,142995,52.80465288
1/11/2017,84257,37410,22182,143849,53.12001477
1/12/2017,84524,37757,22236,144517,53.36669129
1/13/2017,86423,39369,22752,148544,54.85376662
1/14/2017,87825,40871,23155,151851,56.07496307
1/15/2017,88792,41922,23389,154103,56.90657312
1/16/2017,89491,42720,23569,155780,57.52584934
1/17/2017,90074,43309,23641,157024,57.98522895
1/18/2017,90878,44066,23813,158757,58.62518464
1/19/2017,91688,44889,23987,160564,59.29246677
1/20/2017,92501,45556,24173,162230,59.90768095
1/21/2017,93155,46346,24319,163820,60.49483013
1/22/2017,93737,47102,24523,165362,61.06425406
1/23/2017,94261,47880,24842,166983,61.66285081
1/24/2017,94920,48626,25246,168792,62.33087149
1/25/2017,95508,49375,25562,170445,62.94128508
1/26/2017,96114,50029,25750,171893,63.47599705
1/27/2017,96765,50717,25971,173453,64.05206795
1/28/2017,97343,51546,26152,175041,64.63847858
1/29/2017,97816,52246,26303,176365,65.1274003
1/30/2017,98260,52864,26440,177564,65.57016248
1/31/2017,98552,53401,26473,178426,65.88847858
2/1/2017,98860,53879,26591,179330,66.22230428
2/2/2017,99213,54358,26693,180264,66.56720827
2/3/2017,99551,54766,26727,181044,66.85524372
2/4/2017,99831,55115,26799,181745,67.11410635
2/5/2017,100048,55420,26877,182345,67.33567208
2/6/2017,100249,55750,26945,182944,67.55686854
2/7/2017,100342,56080,26992,183414,67.73042836
2/8/2017,100683,56532,26996,184211,68.02474151
2/9/2017,101382,57521,27154,186057,68.70642541
2/10/2017,101758,58217,27236,187211,69.13257016
2/11/2017,102101,58790,27257,188148,69.47858198
2/12/2017,102523,59413,27344,189280,69.89660266
2/13/2017,103058,60060,27464,190582,70.3774003
2/14/2017,103294,60610,27451,191355,70.66285081
2/15/2017,103515,61091,27447,192053,70.92060561
2/16/2017,103815,61587,27498,192900,71.23338257
2/17/2017,104019,61995,27481,193495,71.45310192
2/18/2017,104304,62390,27438,194132,71.68833087
2/19/2017,104638,62797,27507,194942,71.98744461
2/20/2017,105193,63433,27632,196258,72.47341211
2/21/2017,105701,64173,27727,197601,72.96935007
2/22/2017,106180,64784,27805,198769,73.4006647
2/23/2017,106580,65497,27892,199969,73.84379616
2/24/2017,107476,66516,27957,201949,74.57496307
2/25/2017,109251,68351,28486,206088,76.10339734
2/26/2017,112250,73040,29652,214942,79.37296898
2/27/2017,114379,76315,30213,220907,81.57570162
2/28/2017,115876,78387,30533,224796,83.01181684
3/1/2017,116746,80004,30401,227151,83.88146233
3/2/2017,117501,81322,30296,229119,84.60819793
3/3/2017,118090,82478,30510,231078,85.33161004
3/4/2017,118445,83374,30510,232329,85.79357459
3/5/2017,118579,84039,30350,232968,86.0295421
3/6/2017,118714,84632,30186,233532,86.23781388
3/7/2017,118934,84935,30204,234073,86.43759232
3/8/2017,119175,85152,30383,234710,86.67282127
3/9/2017,119444,85441,30533,235418,86.93426883
3/10/2017,119665,85513,30657,235835,87.08825702
3/11/2017,120038,85542,30552,236132,87.19793205
3/12/2017,120344,85441,30405,236190,87.21935007
3/13/2017,120667,85282,30232,236181,87.21602659
3/14/2017,120872,85210,30218,236300,87.25997046
3/15/2017,121060,85065,30314,236439,87.31129985
3/16/2017,121180,85152,30387,236719,87.41469719
3/17/2017,121248,85383,30451,237082,87.54874446
3/18/2017,121334,85759,30273,237366,87.65361891
3/19/2017,121351,85875,30319,237545,87.71971935
3/20/2017,121368,86005,30392,237765,87.80096012
3/21/2017,121626,85831,30451,237908,87.85376662
3/22/2017,121899,85326,30492,237717,87.78323486
3/23/2017,121951,84400,30529,236880,87.47415066
3/24/2017,122053,83316,30570,235939,87.12666174
3/25/2017,122121,82305,30634,235060,86.80206795
3/26/2017,122207,81452,30712,234371,86.54763663
3/27/2017,122722,81076,30822,234620,86.63958641
3/28/2017,124118,81640,31099,236857,87.46565731
3/29/2017,126149,83215,31527,240891,88.95531758
3/30/2017,128339,85499,32027,245865,90.79209749
3/31/2017,129890,87305,32241,249436,92.11078287
4/1/2017,131594,89758,32439,253791,93.7189808
4/2/2017,132791,91979,32747,257517,95.09490399
4/3/2017,133707,93333,33024,260064,96.03545052
4/4/2017,134768,94550,33427,262745,97.02548006
4/5/2017,136763,96543,34433,267739,98.86964549
4/6/2017,138351,97637,34966,270954,100.0568685
4/7/2017,141116,99585,35438,276139,101.9715657
4/8/2017,142285,100743,35259,278287,102.764771
4/9/2017,142230,100550,35180,277960,102.6440177
4/10/2017,141968,99874,35135,276977,102.2810192
4/11/2017,141524,99118,35120,275762,101.8323486
4/12/2017,141172,98201,35095,274468,101.3545052
4/13/2017,140727,97637,35080,273444,100.9763663
4/14/2017,140560,97138,34976,272674,100.6920236
4/15/2017,140246,96671,34853,271770,100.3581979
4/16/2017,139978,96301,34730,271009,100.0771787
4/17/2017,139877,96189,34601,270667,99.95088626
4/18/2017,139693,96205,34567,270465,99.87629247
4/19/2017,139308,95931,34443,269682,99.58714919
4/20/2017,139050,95770,34340,269160,99.394387
4/21/2017,139271,96269,34340,269880,99.66026588
4/22/2017,139822,97186,34640,271648,100.3131462
4/23/2017,140171,97347,34788,272306,100.55613
4/24/2017,140357,97202,34759,272318,100.5605613
4/25/2017,140412,96929,34873,272214,100.5221566
4/26/2017,140227,96671,34991,271889,100.4021418
4/27/2017,139987,96414,34922,271323,100.1931315
4/28/2017,139804,96108,34828,270740,99.97784343
4/29/2017,139656,95787,34725,270168,99.76661743
4/30/2017,139546,95523,34626,269695,99.59194978
5/1/2017,139785,95706,34518,270009,99.70790251
5/2/2017,141913,96848,34660,273421,100.967873
5/3/2017,142322,98056,34843,275221,101.6325702
5/4/2017,141931,98233,34931,275095,101.5860414
5/5/2017,141598,98184,35016,274798,101.4763663
5/6/2017,141672,98458,34951,275081,101.5808715
5/7/2017,141468,98555,34946,274969,101.5395126
5/8/2017,141246,98523,34936,274705,101.4420236
5/9/2017,141023,98378,34853,274254,101.2754801
5/10/2017,140783,98152,34848,273783,101.101551
5/11/2017,140653,97927,34936,273516,101.0029542
5/12/2017,140542,97685,34996,273223,100.8947563
5/13/2017,140560,97508,35026,273094,100.8471196
5/14/2017,140931,97589,35100,273620,101.0413589
5/15/2017,140894,97669,35075,273638,101.0480059
5/16/2017,140820,97669,34971,273460,100.9822747
5/17/2017,140671,97557,34897,273125,100.8585672
5/18/2017,140486,97396,34788,272670,100.6905465
5/19/2017,140431,97283,34769,272483,100.6214919
5/20/2017,140449,97154,34823,272426,100.6004431
5/21/2017,140375,96977,34902,272254,100.5369276
5/22/2017,140264,96752,34837,271853,100.3888479
5/23/2017,140190,96671,34868,271729,100.3430576
5/24/2017,140043,96559,34873,271475,100.2492614
5/25/2017,140006,96285,34887,271178,100.1395864
5/26/2017,140098,96092,34863,271053,100.0934269
5/27/2017,140209,95963,34803,270975,100.0646233
5/28/2017,140171,95899,34848,270918,100.0435746
5/29/2017,139987,95803,34833,270623,99.93463811
5/30/2017,140209,95787,34961,270957,100.0579764
5/31/2017,140486,96076,34927,271489,100.2544313
6/1/2017,140431,96494,34907,271832,100.3810931
6/2/2017,140301,96543,34956,271800,100.3692762
6/3/2017,140153,96591,34966,271710,100.3360414
6/4/2017,139951,96575,34912,271438,100.2355982
6/5/2017,139969,96607,34981,271557,100.2795421
6/6/2017,141172,98184,35394,274750,101.4586411
6/7/2017,141524,99215,35234,275973,101.9102659
6/8/2017,141283,99086,35065,275434,101.711226
6/9/2017,140987,98555,34981,274523,101.3748154
6/10/2017,140746,97959,34917,273622,101.0420975
6/11/2017,140449,97251,34981,272681,100.6946086
6/12/2017,140264,96398,35031,271693,100.3297637
6/13/2017,140153,95706,35011,270870,100.0258493
6/14/2017,140024,95295,34956,270275,99.80612999
6/15/2017,139969,95265,34858,270092,99.73855244
6/16/2017,139877,95113,34907,269897,99.66654357
6/17/2017,139877,95113,34843,269833,99.6429099
6/18/2017,139840,94915,34873,269628,99.56720827
6/19/2017,139914,94839,34927,269680,99.58641064
6/20/2017,140394,95189,35065,270648,99.94387001
6/21/2017,140135,95478,34912,270525,99.89844904
6/22/2017,139859,95539,34725,270123,99.75
6/23/2017,139564,95539,34538,269641,99.57200886
6/24/2017,139455,95569,34306,269330,99.45716396
6/25/2017,139289,95584,34140,269013,99.3401034
6/26/2017,139032,95356,34081,268469,99.13921713
6/27/2017,138756,95006,34067,267829,98.90288035
6/28/2017,138314,94641,34037,266992,98.59379616
6/29/2017,137912,94215,34023,266150,98.28286558
6/30/2017,137547,93653,33998,265198,97.93131462
7/1/2017,137492,93348,33843,264683,97.74113737
7/2/2017,137492,93059,33906,264457,97.65768095
7/3/2017,137419,92694,33910,264023,97.49741507
7/4/2017,137176,92283,33896,263355,97.25073855
7/5/2017,136981,91736,33867,262584,96.96602659
7/6/2017,136708,91203,33848,261759,96.66137371
7/7/2017,136417,90655,33824,260896,96.34268833
7/8/2017,136127,90108,33799,260034,96.02437223
7/9/2017,135964,89591,33775,259330,95.76440177
7/10/2017,135674,88967,33736,258377,95.41248154
7/11/2017,135312,88465,33630,257407,95.0542836
7/12/2017,134949,88071,33534,256554,94.73929099
7/13/2017,134678,87840,33473,255991,94.53138848
7/14/2017,134787,88115,33422,256324,94.65435746
7/15/2017,134986,88313,33480,256779,94.82237814
7/16/2017,134841,88252,33485,256578,94.74815362
7/17/2017,134606,88071,33465,256142,94.58714919
7/18/2017,134354,88100,33441,255895,94.49593796
7/19/2017,133977,87941,33336,255254,94.25923191
7/20/2017,133617,87666,33173,254456,93.96454948
7/21/2017,133293,87363,32991,253647,93.66580502
7/22/2017,132952,87002,32843,252797,93.35192024
7/23/2017,132611,86684,32800,252095,93.09268833
7/24/2017,132952,86785,32800,252537,93.25590842
7/25/2017,133491,87334,32853,253678,93.67725258
7/26/2017,133617,87623,32876,254116,93.83899557
7/27/2017,133527,87666,32876,254069,93.82163959
7/28/2017,133365,87623,32843,253831,93.73375185
7/29/2017,133114,87479,32795,253388,93.57016248
7/30/2017,132791,87262,32733,252786,93.3478582
7/31/2017,132434,86973,32657,252064,93.08124077
8/1/2017,132058,86669,32600,251327,92.80908419
8/2/2017,131630,86323,32491,250444,92.48301329
8/3/2017,131702,86048,32486,250236,92.40620384
8/4/2017,131487,85759,32405,249651,92.19017725
8/5/2017,131202,85456,32453,249111,91.99076809
8/6/2017,130901,85109,32491,248501,91.7655096
8/7/2017,130546,84718,32468,247732,91.48153619
8/8/2017,130191,84371,32410,246972,91.20088626
8/9/2017,129784,83981,32405,246170,90.90472674
8/10/2017,129430,83576,32373,245379,90.61262925
8/11/2017,129007,83143,32264,244414,90.2562777
8/12/2017,128743,82810,32382,243935,90.07939439
8/13/2017,128462,82478,32557,243497,89.9176514
8/14/2017,128093,82175,32605,242873,89.68722304
8/15/2017,127741,81813,32529,242083,89.39549483
8/16/2017,127407,81423,32449,241279,89.09859675
8/17/2017,127006,81163,32311,240480,88.80354505
8/18/2017,126586,80961,32216,239763,88.538774
8/19/2017,126447,81134,32435,240016,88.63220089
8/20/2017,126184,81221,32216,239621,88.48633678
8/21/2017,125888,81177,32236,239301,88.36816839
8/22/2017,125504,80847,32047,238398,88.03471196
8/23/2017,125313,80737,31850,237900,87.85081241
8/24/2017,125175,80599,31658,237432,87.67799114
8/25/2017,124846,80308,31545,236699,87.40731167
8/26/2017,124515,79991,31512,236018,87.15583456
8/27/2017,124153,79617,31466,235236,86.86706056
8/28/2017,123756,79244,31425,234425,86.56757755
8/29/2017,123359,78830,31308,233497,86.22488922
8/30/2017,122929,78401,31248,232578,85.88552437
8/31/2017,122481,77987,31211,231679,85.55354505
9/1/2017,122104,77559,31090,230753,85.21159527
9/2/2017,121677,77075,31039,229791,84.85635155
9/3/2017,121334,76675,31017,229026,84.57385524
9/4/2017,121112,76274,31035,228421,84.35044313
9/5/2017,120770,75873,31012,227655,84.06757755
9/6/2017,120378,75486,30957,226821,83.75960118
9/7/2017,120633,75196,31072,226901,83.78914328
9/8/2017,120787,74892,31132,226811,83.75590842
9/9/2017,120667,74561,31159,226387,83.5993353
9/10/2017,120395,74188,31155,225738,83.35967504
9/11/2017,120123,73795,31141,225059,83.10893648
9/12/2017,119834,73410,31081,224325,82.83788774
9/13/2017,119495,73000,31039,223534,82.54579025
9/14/2017,119240,72629,31012,222881,82.30465288
9/15/2017,119002,72245,30928,222175,82.04394387
9/16/2017,118630,71848,30841,221319,81.72784343
9/17/2017,118276,71384,30836,220496,81.4239291
9/18/2017,117905,71000,30818,219723,81.13847858
9/19/2017,117585,70775,30693,219053,80.89106352
9/20/2017,117216,70364,30670,218250,80.59453471
9/21/2017,116830,70046,30538,217414,80.28581979
9/22/2017,116478,69477,30429,216384,79.90546529
9/23/2017,116026,68775,30305,215106,79.43353028
9/24/2017,115608,68033,30278,213919,78.99519941
9/25/2017,115160,67254,30250,212664,78.53175775
9/26/2017,114728,66452,30073,211253,78.01070901
9/27/2017,114263,65663,29941,209867,77.49889217
9/28/2017,113782,64784,29892,208458,76.97858198
9/29/2017,113354,63942,29783,207079,76.46935007
9/30/2017,113024,63064,29747,205835,76.00997046
10/1/2017,112613,62033,29715,204361,75.46565731
10/2/2017,112135,60964,29692,202791,74.88589365
10/3/2017,111710,59914,29652,201276,74.32644018
10/4/2017,111235,58876,29620,199731,73.75590842
10/5/2017,110827,57936,29593,198356,73.24815362
10/6/2017,110404,56983,29477,196864,72.6971935
10/7/2017,109965,56043,29468,195476,72.18463811
10/8/2017,109559,55176,29464,194199,71.71307238
10/9/2017,109251,54848,29509,193608,71.49483013
10/10/2017,109283,54591,29647,193521,71.4627031
10/11/2017,109251,54171,29710,193132,71.31905465
10/12/2017,109218,53797,29710,192725,71.16875923
10/13/2017,109202,53482,29710,192394,71.0465288
10/14/2017,109202,52980,29531,191713,70.7950517
10/15/2017,109202,52210,29347,190759,70.44276219
10/16/2017,109234,51394,29159,189787,70.0838257
10/17/2017,109234,50542,28879,188655,69.66580502
10/18/2017,109218,49667,28592,187477,69.23079764
10/19/2017,109170,48770,28289,186229,68.76994092
10/20/2017,109154,47892,28001,185047,68.33345643
10/21/2017,109137,46991,27727,183855,67.89327917
10/22/2017,109121,46135,27417,182673,67.45679468
10/23/2017,109105,45367,27107,181579,67.0528065
10/24/2017,108765,44900,26821,180486,66.64918759
10/25/2017,108653,44500,27068,180221,66.55132939
10/26/2017,108395,43811,27146,179352,66.23042836
10/27/2017,108056,43130,27193,178379,65.8711226
10/28/2017,107750,42689,27236,177675,65.61115214
10/29/2017,107428,42331,27262,177021,65.36964549
10/30/2017,109640,42573,29039,181252,66.93205318
10/31/2017,111873,44934,29950,186757,68.96491876
11/1/2017,112662,45968,30227,188857,69.74039882
11/2/2017,113057,46668,30209,189934,70.13810931
11/3/2017,113322,47180,30150,190652,70.40324963
11/4/2017,113535,47636,30191,191362,70.66543575
11/5/2017,113601,48025,30296,191922,70.87223043
11/6/2017,113568,48325,30410,192303,71.01292467
11/7/2017,113683,48726,30538,192947,71.25073855
11/8/2017,113486,49107,30630,193223,71.35265879
11/9/2017,113420,49422,30726,193568,71.48005908
11/10/2017,113239,49679,30822,193740,71.54357459
11/11/2017,113090,49924,30698,193712,71.53323486
11/12/2017,112909,50169,30781,193859,71.58751846
11/13/2017,112695,50367,30845,193907,71.60524372
11/14/2017,112481,50554,30675,193710,71.53249631
11/15/2017,112250,50449,30721,193420,71.4254062
11/16/2017,112070,50297,30795,193162,71.33013294
11/17/2017,111808,50157,30744,192709,71.16285081
11/18/2017,111710,50017,30813,192540,71.10044313
11/19/2017,111710,49924,30975,192609,71.12592319
11/20/2017,111792,49982,31206,192980,71.26292467
11/21/2017,112053,50297,31304,193654,71.51181684
11/22/2017,112119,50367,31391,193877,71.59416544
11/23/2017,112021,50309,31382,193712,71.53323486
11/24/2017,112021,50251,31461,193733,71.54098966
11/25/2017,111971,50146,31551,193668,71.51698671
11/26/2017,111906,50052,31611,193569,71.48042836
11/27/2017,111808,49971,31663,193442,71.43353028
11/28/2017,111988,50006,31485,193479,71.4471935
11/29/2017,112119,49866,31289,193274,71.37149188
11/30/2017,112316,50029,31118,193463,71.44128508
12/1/2017,112185,49866,31179,193230,71.35524372
12/2/2017,112037,49725,31225,192987,71.2655096
12/3/2017,111939,49562,31266,192767,71.18426883
12/4/2017,111857,49375,31313,192545,71.10228951
12/5/2017,111776,49189,31193,192158,70.95937962
12/6/2017,111792,49037,31285,192114,70.94313146
12/7/2017,112021,48959,31206,192186,70.96971935
12/8/2017,112168,48826,31090,192084,70.93205318
12/9/2017,112234,48781,31017,192032,70.91285081
12/10/2017,112135,48703,31099,191937,70.87776957
12/11/2017,112053,48614,31155,191822,70.83530281
12/12/2017,111922,48526,31159,191607,70.75590842
12/13/2017,111726,48414,31211,191351,70.66137371
12/14/2017,111513,48359,31085,190957,70.51587888
12/15/2017,111203,48114,30900,190217,70.24261448
12/16/2017,110908,47814,30726,189448,69.95864106
12/17/2017,110680,47591,30762,189033,69.80539143
12/18/2017,110404,47336,30818,188558,69.62998523
12/19/2017,110176,47069,30854,188099,69.46048744
12/20/2017,109932,46958,30914,187804,69.35155096
12/21/2017,109721,46924,30887,187532,69.25110783
12/22/2017,109526,46858,30919,187303,69.16654357
12/23/2017,109283,46780,30980,187043,69.07053176
12/24/2017,109316,46869,31215,187400,69.20236337
12/25/2017,109251,47202,31364,187817,69.35635155
12/26/2017,109218,47469,31443,188130,69.47193501
12/27/2017,108959,47447,31053,187459,69.22415066
12/28/2017,108733,47347,30639,186719,68.95088626
12/29/2017,108508,47269,30236,186013,68.69017725
12/30/2017,108282,47369,29838,185489,68.49667651
12/31/2017,108040,47536,29441,185017,68.32237814
1/1/2018,107782,47669,29083,184534,68.14401773
1/2/2018,107476,47780,28690,183946,67.92688331
1/3/2018,107300,47925,28381,183606,67.80132939
1/4/2018,107156,48047,28084,183287,67.68353028
1/5/2018,107044,48170,27783,182997,67.57644018
1/6/2018,106900,48236,27460,182596,67.42836041
1/7/2018,106708,48236,27159,182103,67.24630724
1/8/2018,106532,48236,26970,181738,67.11152142
1/9/2018,106276,48314,27000,181590,67.05686854
1/10/2018,105988,48414,27000,181402,66.98744461
1/11/2018,105653,48514,27031,181198,66.91211226
1/12/2018,105478,48703,27094,181275,66.94054653
1/13/2018,107766,50811,29369,187946,69.40398818
1/14/2018,109705,53062,30396,193163,71.33050222
1/15/2018,110517,54217,30693,195427,72.16654357
1/16/2018,111089,55152,30914,197155,72.80465288
1/17/2018,111447,56104,31132,198683,73.36890694
1/18/2018,111644,56812,31299,199755,73.76477105
1/19/2018,111759,57325,31425,200509,74.04320532
1/20/2018,111824,57838,31560,201222,74.30649926
1/21/2018,111988,58339,31681,202008,74.59675037
1/22/2018,112102,58778,31808,202688,74.8478582
1/23/2018,112266,59389,31958,203613,75.1894387
1/24/2018,114230,62326,33019,209575,77.39106352
1/25/2018,115061,64033,33153,212247,78.37776957
1/26/2018,115742,65166,33101,214009,79.02843427
1/27/2018,116194,66057,33005,215256,79.48892171
1/28/2018,116846,66847,32895,216588,79.98079764
1/29/2018,117451,67609,32771,217831,80.43980798
1/30/2018,117888,68232,32615,218735,80.77363368
1/31/2018,118208,68762,32386,219356,81.00295421
2/1/2018,118579,69185,32222,219986,81.23559823
2/2/2018,118495,69609,32137,220241,81.32976366
2/3/2018,118293,69874,32000,220167,81.30243722
2/4/2018,118124,70112,32037,220273,81.3415805
2/5/2018,117972,70443,32127,220542,81.44091581
2/6/2018,117770,70682,32155,220607,81.46491876
2/7/2018,117551,70907,32160,220618,81.4689808
2/8/2018,117434,71132,32232,220798,81.53545052
2/9/2018,117199,71159,32260,220618,81.4689808
2/10/2018,116830,71119,32307,220256,81.33530281
2/11/2018,116763,71172,32368,220303,81.35265879
2/12/2018,117484,71569,32349,221402,81.75849335
2/13/2018,118208,72457,32373,223038,82.36262925
2/14/2018,118748,72854,32217,223819,82.65103397
2/15/2018,119240,73185,32037,224462,82.88847858
2/16/2018,119987,73954,31981,225922,83.42762186
2/17/2018,120855,75141,32292,228288,84.30132939
2/18/2018,121643,76675,32505,230823,85.23744461
2/19/2018,122138,77448,32647,232233,85.75812408
2/20/2018,122877,78498,32871,234246,86.5014771
2/21/2018,123739,80308,33062,237109,87.55871492
2/22/2018,124603,81871,33269,239743,88.53138848
2/23/2018,125175,83504,33331,242010,89.36853767
2/24/2018,126149,84849,33360,244358,90.23559823
2/25/2018,127250,86294,33693,247237,91.29874446
2/26/2018,128761,88057,34340,251158,92.74667651
2/27/2018,129731,89073,34660,253464,93.59822747
2/28/2018,130457,89667,34892,255016,94.17134417
3/1/2018,130972,90016,35036,256024,94.54357459
3/2/2018,131612,90351,35145,257108,94.94387001
3/3/2018,132237,90640,35125,258002,95.27400295
3/4/2018,132541,90686,35075,258302,95.38478582
3/5/2018,132718,90579,35060,258357,95.40509601
3/6/2018,132897,90397,34882,258176,95.33825702
3/7/2018,133078,90199,34670,257947,95.25369276
3/8/2018,133132,89956,34463,257551,95.10745938
3/9/2018,133168,89667,34219,257054,94.9239291
3/10/2018,133078,89302,33969,256349,94.66358936
3/11/2018,132862,88921,33756,255539,94.36447563
3/12/2018,132665,88465,33534,254664,94.04135894
3/13/2018,132629,88328,33355,254312,93.91137371
3/14/2018,132683,88632,33173,254488,93.97636632
3/15/2018,132629,89028,32972,254629,94.02843427
3/16/2018,132505,89362,32767,254634,94.03028065
3/17/2018,132237,89651,32557,254445,93.96048744
3/18/2018,132004,89910,32349,254263,93.89327917
3/19/2018,131702,90153,32132,253987,93.79135894
3/20/2018,131416,90382,31911,253709,93.68870015
3/21/2018,131096,90549,31747,253392,93.57163959
3/22/2018,130848,90655,31587,253090,93.46011817
3/23/2018,130546,90762,31378,252686,93.31093058
3/24/2018,130280,90640,31378,252298,93.1676514
3/25/2018,129890,90382,31420,251692,92.94387001
3/26/2018,129589,90153,31457,251199,92.76181684
