,pepacton,cannonsville,neversink,Total,PercentageTotal
6/8/2004,140098,96671,34562,271331,100.1960857
6/9/2004,139969,96237,34532,270738,99.97710487
6/10/2004,139877,95948,34552,270377,99.84379616
6/11/2004,139822,95770,34562,270154,99.76144756
6/12/2004,139693,95554,34581,269828,99.64106352
6/13/2004,139528,95311,34620,269459,99.50480059
6/14/2004,139289,95113,34630,269032,99.34711965
6/15/2004,139069,94931,34635,268635,99.20051699
6/16/2004,138848,94702,34502,268052,98.98522895
6/17/2004,138553,94489,34350,267392,98.74150665
6/18/2004,138461,94231,34306,266998,98.59601182
6/19/2004,138223,93866,34316,266405,98.37703102
6/20/2004,137948,93547,34263,265758,98.13810931
6/21/2004,137637,93242,34199,265078,97.88700148
6/22/2004,137273,92922,34219,264414,97.64180207
6/23/2004,137017,92634,34101,263752,97.39734121
6/24/2004,136672,92314,33959,262945,97.0993353
6/25/2004,136236,91964,33872,262072,96.77695716
6/26/2004,135910,91645,33770,261325,96.50110783
6/27/2004,135602,91324,33703,260629,96.24409158
6/28/2004,135149,91051,33591,259791,95.93463811
6/29/2004,134714,90701,33475,258890,95.60192024
6/30/2004,134264,90168,33350,257782,95.19276219
7/1/2004,133797,89743,33221,256761,94.81573117
7/2/2004,133455,89256,33077,255788,94.45642541
7/3/2004,133042,88541,32967,254550,93.99926145
7/4/2004,132486,87811,32848,253145,93.48042836
7/5/2004,131951,87103,32723,251777,92.97525849
7/6/2004,131630,86597,32624,250851,92.63330871
7/7/2004,131113,86019,32514,249646,92.18833087
7/8/2004,130848,85658,32430,248936,91.92614476
7/9/2004,130528,85268,32321,248117,91.62370753
7/10/2004,130138,84646,32175,246959,91.19608567
7/11/2004,129819,84097,32052,245968,90.83013294
7/12/2004,129483,83678,31906,245067,90.49741507
7/13/2004,129165,83330,31804,244299,90.21381093
7/14/2004,128813,83013,31677,243503,89.91986706
7/15/2004,128673,82897,31686,243256,89.82865583
7/16/2004,128444,82782,31667,242893,89.69460857
7/17/2004,128251,82565,31583,242399,89.51218612
7/18/2004,128005,82333,31513,241851,89.30982275
7/19/2004,127794,82102,31466,241362,89.12924668
7/20/2004,127548,81987,31405,240940,88.97341211
7/21/2004,127320,81669,31275,240264,88.72378139
7/22/2004,127059,81163,31076,239298,88.36706056
7/23/2004,126743,80696,30937,238376,88.02658789
7/24/2004,126796,80640,33048,240484,88.80502216
7/25/2004,126883,80627,33577,241087,89.02769572
7/26/2004,126831,80557,33823,241211,89.07348597
7/27/2004,126866,80571,34047,241484,89.17429838
7/28/2004,128602,82767,34537,245906,90.80723781
7/29/2004,129678,84718,34897,249293,92.05797637
7/30/2004,130387,85846,34961,251194,92.75997046
7/31/2004,130883,86641,34887,252411,93.20937962
8/1/2004,131434,87349,34808,253591,93.64512555
8/2/2004,131915,88042,34665,254622,94.02584934
8/3/2004,132361,88571,34502,255434,94.32570162
8/4/2004,132594,88952,34326,255872,94.48744461
8/5/2004,132755,89180,34121,256056,94.55539143
8/6/2004,132916,89484,34042,256442,94.69793205
8/7/2004,132791,89682,33944,256417,94.68870015
8/8/2004,133024,89682,33746,256452,94.70162482
8/9/2004,133168,89606,33543,256317,94.65177253
8/10/2004,133204,89423,33317,255944,94.5140325
8/11/2004,132916,89271,33081,255268,94.26440177
8/12/2004,132701,89165,33125,254991,94.16211226
8/13/2004,134606,89591,34326,258523,95.46639586
8/14/2004,136981,90488,35254,262723,97.01735598
8/15/2004,138186,91066,35194,264446,97.65361891
8/16/2004,140950,91705,35165,267820,98.89955687
8/17/2004,141876,92634,35174,269684,99.58788774
8/18/2004,141746,93379,35110,270235,99.79135894
8/19/2004,141245,93896,35051,270192,99.77548006
8/20/2004,140820,94383,35046,270249,99.7965288
8/21/2004,140727,94641,34931,270299,99.81499261
8/22/2004,140913,95387,35031,271331,100.1960857
8/23/2004,140801,95600,34946,271347,100.2019941
8/24/2004,140690,95786,34808,271284,100.1787297
8/25/2004,140505,95691,34685,270881,100.0299114
8/26/2004,140338,95584,34522,270444,99.86853767
8/27/2004,140043,95539,34360,269942,99.683161
8/28/2004,140043,95493,34189,269725,99.60302806
8/29/2004,140080,95356,34180,269616,99.56277696
8/30/2004,140043,95128,34033,269204,99.41063516
8/31/2004,139785,95220,34350,269355,99.46639586
9/1/2004,139400,95311,34419,269130,99.38330871
9/2/2004,139087,95311,34277,268675,99.21528804
9/3/2004,138921,95296,34130,268347,99.09416544
9/4/2004,138829,95235,33896,267960,98.95125554
9/5/2004,138756,95220,33717,267693,98.85265879
9/6/2004,138627,95189,33533,267349,98.72562777
9/7/2004,138517,95144,33331,266992,98.59379616
9/8/2004,138314,95144,33144,266602,98.44977843
9/9/2004,138682,95630,33197,267509,98.78471196
9/10/2004,139069,96044,33857,268970,99.32422452
9/11/2004,139363,95819,34028,269210,99.41285081
9/12/2004,139565,95569,33959,269093,99.36964549
9/13/2004,139693,95508,33833,269034,99.3478582
9/14/2004,139767,95402,33693,268862,99.28434269
9/15/2004,139693,95356,33499,268548,99.16838996
9/16/2004,139345,95326,33432,268103,99.00406204
9/17/2004,139124,95296,33374,267794,98.88995569
9/18/2004,143107,98200,34404,275711,101.8135155
9/19/2004,145152,104145,35409,284706,105.1351551
9/20/2004,143219,102530,35204,280953,103.7492614
9/21/2004,142323,100888,35150,278361,102.7920975
9/22/2004,141857,99874,34981,276712,102.183161
9/23/2004,141542,99086,34892,275520,101.7429838
9/24/2004,140913,98152,34719,273784,101.1019202
9/25/2004,140468,97186,34502,272156,100.5007386
9/26/2004,140431,96559,34277,271267,100.172452
9/27/2004,140356,95980,34033,270369,99.84084195
9/28/2004,140135,95931,33852,269918,99.67429838
9/29/2004,141153,96800,34606,272559,100.6495569
9/30/2004,141171,96431,34778,272380,100.5834564
10/1/2004,141227,96109,34769,272105,100.4819055
10/2/2004,141079,95948,34655,271682,100.3257016
10/3/2004,140987,95899,34527,271413,100.2263663
10/4/2004,140857,95770,34374,271001,100.0742245
10/5/2004,140709,95630,34547,270886,100.0317578
10/6/2004,140616,95554,34670,270840,100.014771
10/7/2004,140449,95448,34833,270730,99.97415066
10/8/2004,140024,95432,34966,270422,99.86041359
10/9/2004,139785,95706,34818,270309,99.81868538
10/10/2004,139601,96028,34562,270191,99.77511078
10/11/2004,139510,96253,34306,270069,99.73005908
10/12/2004,139656,96382,34394,270432,99.86410635
10/13/2004,139748,96414,34468,270630,99.93722304
10/14/2004,139822,96479,34482,270783,99.9937223
10/15/2004,139712,96543,34370,270625,99.93537666
10/16/2004,139418,96816,34086,270320,99.82274742
10/17/2004,139069,96832,33842,269743,99.60967504
10/18/2004,138737,96880,33591,269208,99.41211226
10/19/2004,138903,96961,33703,269567,99.54468242
10/20/2004,139308,97267,33974,270549,99.90731167
10/21/2004,139381,97154,34111,270646,99.94313146
10/22/2004,139363,97202,34003,270568,99.91432792
10/23/2004,139179,97235,33751,270165,99.7655096
10/24/2004,138958,97251,33489,269698,99.59305761
10/25/2004,138756,97235,33245,269236,99.42245199
10/26/2004,138958,97202,33341,269501,99.52031019
10/27/2004,139161,97170,33432,269763,99.61706056
10/28/2004,139400,97138,33485,270023,99.71307238
10/29/2004,139271,97073,33360,269704,99.59527326
10/30/2004,138995,97025,33057,269077,99.36373708
10/31/2004,138701,96977,32752,268430,99.12481536
11/1/2004,138443,96961,32481,267885,98.92355982
11/2/2004,138517,96735,32548,267800,98.89217134
11/3/2004,138645,96559,32634,267838,98.90620384
11/4/2004,138682,96398,32643,267723,98.86373708
11/5/2004,138609,96318,32567,267494,98.77917282
11/6/2004,138461,96286,32325,267072,98.62333826
11/7/2004,138205,96237,32052,266494,98.4098966
11/8/2004,137930,96092,31790,265812,98.15805022
11/9/2004,137583,95819,31818,265220,97.9394387
11/10/2004,137218,95417,31888,264523,97.68205318
11/11/2004,136890,95615,31962,264467,97.66137371
11/12/2004,136617,95964,32014,264595,97.70864106
11/13/2004,136218,96205,31846,264269,97.58825702
11/14/2004,135892,96382,31527,263801,97.41543575
11/15/2004,135493,96495,31266,263254,97.21344165
11/16/2004,135149,96511,30966,262626,96.98153619
11/17/2004,134841,96575,30818,262234,96.83677991
11/18/2004,134444,96591,30625,261660,96.62481536
11/19/2004,134102,96623,30406,261131,96.42946824
11/20/2004,133743,96655,30191,260589,96.22932053
11/21/2004,133437,96671,29950,260058,96.03323486
11/22/2004,133114,96703,29706,259523,95.83567208
11/23/2004,132755,96703,29455,258913,95.61041359
11/24/2004,132415,96687,29204,258306,95.38626292
11/25/2004,132200,96752,29096,258048,95.29098966
11/26/2004,132433,97251,29114,258798,95.56794682
11/27/2004,132486,97508,28981,258975,95.63330871
11/28/2004,132612,97685,28861,259158,95.70088626
11/29/2004,134516,99424,30378,264318,97.60635155
11/30/2004,135964,99521,30850,266335,98.35118168
12/1/2004,137200,99392,31224,267816,98.89807976
12/2/2004,139583,100276,32491,272350,100.5723781
12/3/2004,140820,99987,32972,273779,101.1000739
12/4/2004,141319,99666,33307,274292,101.2895126
12/5/2004,141375,99311,33557,274243,101.271418
12/6/2004,141357,98490,33770,273617,101.0402511
12/7/2004,141282,98072,33983,273337,100.9368538
12/8/2004,141338,98426,34316,274080,101.211226
12/9/2004,141301,98458,34497,274256,101.2762186
12/10/2004,141301,98345,34527,274173,101.2455687
12/11/2004,142043,99295,34675,276013,101.9250369
12/12/2004,142174,99954,34882,277010,102.2932053
12/13/2004,141969,99842,34907,276718,102.1853767
12/14/2004,141801,99601,34853,276255,102.0144018
12/15/2004,141616,99022,34690,275328,101.6720827
12/16/2004,141394,98458,34507,274359,101.3142541
12/17/2004,141245,98040,34301,273586,101.0288035
12/18/2004,141208,97846,34145,273199,100.8858936
12/19/2004,141079,97766,33920,272765,100.7256278
12/20/2004,140987,97524,33693,272204,100.5184638
12/21/2004,140894,97428,33417,271739,100.3467504
12/22/2004,140709,97395,33163,271267,100.172452
12/23/2004,140542,97170,32924,270636,99.9394387
12/24/2004,141876,98394,33408,273678,101.062777
12/25/2004,141727,99102,33432,274261,101.278065
12/26/2004,141431,98989,33297,273717,101.0771787
12/27/2004,141227,98716,33153,273096,100.8478582
12/28/2004,140987,98458,32934,272379,100.5830871
12/29/2004,141079,98249,32728,272056,100.4638109
12/30/2004,141098,98152,32533,271783,100.3629985
12/31/2004,141042,97798,32306,271146,100.1277696
1/1/2005,141005,97830,32155,270990,100.0701625
1/2/2005,140709,97701,32302,270712,99.96750369
1/3/2005,140560,97621,32463,270644,99.94239291
1/4/2005,140746,97878,32728,271352,100.2038405
1/5/2005,140820,98023,32995,271838,100.3833087
1/6/2005,140764,98056,33125,271945,100.4228213
1/7/2005,140764,98104,33273,272141,100.4951994
1/8/2005,140653,98120,33470,272243,100.5328656
1/9/2005,140727,98120,33644,272491,100.6244461
1/10/2005,140634,97959,33770,272363,100.5771787
1/11/2005,140505,97814,33905,272224,100.5258493
1/12/2005,140542,97830,34062,272434,100.6033973
1/13/2005,140542,98120,34243,272905,100.7773264
1/14/2005,142976,100325,35184,278485,102.8378877
1/15/2005,143536,102675,35458,281669,104.0136632
1/16/2005,142547,101902,35309,279758,103.3079764
1/17/2005,142043,100792,35259,278094,102.6935007
1/18/2005,141764,99938,35204,276906,102.2548006
1/19/2005,141486,99134,34981,275601,101.7728951
1/20/2005,141412,98571,34759,274742,101.4556869
1/21/2005,141190,98394,34921,274505,101.3681684
1/22/2005,140894,98023,35041,273958,101.1661743
1/23/2005,140820,97862,35100,273782,101.1011817
1/24/2005,140727,97766,35095,273588,101.0295421
1/25/2005,140672,97637,35095,273404,100.9615953
1/26/2005,140616,97589,35090,273295,100.9213442
1/27/2005,140153,97540,35085,272778,100.7304284
1/28/2005,139583,97428,35061,272072,100.4697194
1/29/2005,139161,97235,35036,271432,100.2333826
1/30/2005,139013,96929,35016,270958,100.0583456
1/31/2005,138829,96735,35051,270615,99.9316839
2/1/2005,138590,96543,35051,270184,99.77252585
2/2/2005,138369,96350,35046,269765,99.61779911
2/3/2005,138058,96221,35046,269325,99.45531758
2/4/2005,137839,96141,35046,269026,99.34490399
2/5/2005,137583,96076,35046,268705,99.22636632
2/6/2005,137291,95899,35041,268231,99.05132939
2/7/2005,137036,95786,35036,267858,98.91358936
2/8/2005,136781,95615,35046,267442,98.75997046
