Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Beltzville Reservoir","Increase in Storage for Beltzville Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
2/21/2005,75898.1, ,437662,-5952.4,-507608
2/22/2005,42431.9, ,406453,3081.79,-451967
2/23/2005, ,-86580.9,514552,-6256.8,-421714
2/24/2005,109641, ,314943,28305,-452889
2/25/2005,160223, ,258844,-7084.17,-411983
2/26/2005,142361, ,225711,-5292.9,-362780
2/27/2005,74802, ,197477,-5779.21,-266500
2/28/2005,55076.7, ,178592,-6324.11,-227344
3/1/2005,31311.7, ,175544,-6262.11,-200593
3/2/2005, ,-44866.8,230568,-1831.1,-183871
3/3/2005,34347.4, ,153660,6894.33,-194901
3/4/2005,52925.4, ,140746,-7080.34,-186591
3/5/2005,50183.7, ,130491,-5683.55,-174991
3/6/2005, ,-178094,325661,-5935.37,-141632
3/7/2005, ,-525869,718665,6169.69,-198966
3/8/2005, ,-880452,1252834,19223.2,-391606
3/9/2005,249907, ,396633,119180,-765720
3/10/2005,395396, ,402053,-8071.59,-789377
3/11/2005,286653, ,404187,-7000.28,-683840
3/12/2005, ,-208842,618174,-8374.54,-400958
3/13/2005, ,-71038,550469,-4626.35,-474805
3/14/2005,82068.1, ,448793,-6584.47,-524277
3/15/2005,181479, ,366813,-9146.2,-539145
3/16/2005,139943, ,325385,-9969.84,-455358
3/17/2005,131540, ,259275,-10484.7,-380330
3/18/2005,90565.2, ,237654,-11061.5,-317158
3/19/2005,94739.5, ,191608,-12243.3,-274105
3/20/2005, ,-140469,382523,-12541.6,-229512
3/21/2005,84676.4, ,175832,10087,-270595
3/22/2005,108386, ,151652,-10050.8,-249988
3/23/2005, ,-2468790,2716220,-10762.6,-236669
3/24/2005,138104, ,706571,169893,-1014570
3/25/2005,548613, ,655512,-12643.5,-1191480
3/26/2005,826699, ,546220,-13484.6,-1359430
3/27/2005, ,-724867,1374207,-13238.8,-636101
3/28/2005, ,-4473420,7892980,38801,-3458360
3/29/2005, ,0,4151020,281948,-4432970
3/30/2005,1494528, ,2035786,98485.9,-3628800
3/31/2005,2606619, ,1038205,-16024.3,-3628800
4/1/2005,1639296, ,787465,-18423.6,-2408340
4/2/2005, ,-5740440,13552990,-5358.8,-7807190
4/3/2005, ,0,6268880,573164,-6842040
4/4/2005,1159584, ,2408260,60956.4,-3628800
4/5/2005,2557469, ,1090231,-18899.7,-3628800
4/6/2005,2623201, ,651369,-18779.7,-3255790
4/7/2005,570376, ,834502,-21591.7,-1383290
4/8/2005,217975, ,613642,27084.1,-858701
4/9/2005,258533, ,466769,-25464.1,-699838
4/10/2005,353119, ,307378,-22192.8,-638304
4/11/2005,240484, ,243544,-21432.3,-462596
4/12/2005,148570, ,213725,-23064.1,-339230
4/13/2005,78717.5, ,194976,-18810.9,-254882
4/14/2005,55042.8, ,180979,-18607.1,-217415
4/15/2005,49748.1, ,167284,-20471.7,-196560
4/16/2005,46717.6, ,156931,-22569.2,-181080
4/17/2005,40139.9, ,148476,-20218.2,-168398
4/18/2005,38194, ,141126,-21756.8,-157564
4/19/2005,37918.1, ,134582,-23655.7,-148845
4/20/2005,38177, ,130005,-26787.2,-141395
4/21/2005,40345.6, ,123480,-28588.1,-135238
4/22/2005,4312.88, ,154504,-29461.3,-129356
4/23/2005, ,-996884,1130322,2558.34,-135997
4/24/2005, ,-106341,423366,152411,-469436
4/25/2005,155670, ,421404,-7676.42,-569397
4/26/2005,83003.1, ,595494,-20133.1,-658364
4/27/2005, ,-303993,790335,-6254.09,-480088
4/28/2005, ,-43982.1,644208,2185.07,-602411
4/29/2005,156696, ,542012,-22029.5,-676679
4/30/2005, ,-108869,789436,-21715.7,-658852
5/1/2005,67778.2, ,569486,21287.8,-658552
5/2/2005,213359, ,436552,-16266.8,-633645
5/3/2005,301303, ,308607,-11418.4,-598491
5/4/2005,221466, ,237264,-20514.6,-438215
5/5/2005,158120, ,189616,-20261.3,-327474
5/6/2005,105537, ,160286,-20661,-245162
5/7/2005,77741.3, ,140971,-22990.6,-195722
5/8/2005,62955.7, ,123698,-23029.5,-163624
5/9/2005,57212, ,111549,-27109.2,-141652
5/10/2005,49920.2, ,102461,-26975.3,-125406
5/11/2005,47870.6, ,96287.5,-31588.7,-112569
5/12/2005,44485.6, ,90640.8,-31693.9,-103433
5/13/2005,44163, ,86532.1,-34231.9,-96463.2
5/14/2005, ,-198908,315382,-25320.5,-91153.5
5/15/2005, ,-38615.1,156306,46493.8,-164185
5/16/2005,75782.1, ,133517,-23225.6,-186073
5/17/2005,103434, ,124288,-25987.7,-201735
5/18/2005,43546.7, ,121381,-26890.6,-138037
5/19/2005,37110.2, ,116721,-27435.8,-126395
5/20/2005, ,-208397,355951,-26757.5,-120797
5/21/2005, ,-44701.9,218726,23993.3,-198018
5/22/2005,63616.5, ,189724,-22874.4,-230466
5/23/2005,128075, ,154223,-27497.4,-254800
5/24/2005,62383.2, ,152427,-27252.2,-187558
5/25/2005,39763.3, ,149638,-23943.7,-165458
5/26/2005,50794.6, ,121255,-19953.2,-152096
5/27/2005,48306.2, ,117701,-24900.5,-141107
5/28/2005, ,-374396,533631,-29704,-129531
5/29/2005, ,-82915.5,286966,53478.4,-257529
5/30/2005, ,-59524.7,395478,-23187.3,-312766
5/31/2005,146359, ,263107,-4107.24,-405358
6/1/2005,125220, ,220787,-30822.6,-315184
6/2/2005,147587, ,178982,-33445.7,-293124
6/3/2005, ,-338245,593457,-34253.8,-220959
6/4/2005, ,-137512,426766,41820.9,-331075
6/5/2005,147486, ,274555,-22306.3,-399735
6/6/2005, ,-677035,1145956,-37328.5,-431593
6/7/2005, ,-5802,534599,86962,-615759
6/8/2005,318552, ,374988,-41836.9,-651703
6/9/2005,312076, ,413046,-39940.9,-685181
6/10/2005,185949, ,272037,-17107.9,-440878
6/11/2005,87882.5, ,308756,-43281.5,-353357
6/12/2005,152017, ,191490,-12227.5,-331280
6/13/2005,159541, ,141502,-43615.2,-257428
6/14/2005,156843, ,99293.6,-42220.6,-213916
6/15/2005,88932.7, ,99815.9,-44653.3,-144095
6/16/2005, ,-55446.4,204306,-35322.8,-113537
6/17/2005,16385.4, ,112152,5934.15,-134472
6/18/2005,78462, ,91226.2,-30929.9,-138758
6/19/2005,90701.1, ,78589.5,-33395.6,-135895
6/20/2005,56850.5, ,70257.8,-33118.9,-93989.4
6/21/2005,55378.5, ,64295.8,-33274.3,-86400
6/22/2005,55510.7, ,65870.4,-34981.1,-86400
6/23/2005,61667.3, ,57554.3,-32821.6,-86400
6/24/2005,68123.2, ,53335.5,-35058.7,-86400
6/25/2005,71483.2, ,50376.3,-35459.5,-86400
6/26/2005,77034.3, ,49312.2,-39946.5,-86400
6/27/2005,74396.6, ,55629,-43625.6,-86400
6/28/2005,68595.4, ,46072.5,-28267.9,-86400
6/29/2005, ,-318370,448960,-44189.7,-86400
6/30/2005, ,-19412.7,113173,89793.8,-183554
7/1/2005,109786, ,129834,-36885.2,-202735
7/2/2005,165438, ,101106,-35888.1,-230656
7/3/2005,58836.2, ,95930.7,-40062.6,-114704
7/4/2005,57111.2, ,88085,-36239.3,-108957
7/5/2005, ,-119302,251373,-37030.8,-95040.4
7/6/2005, ,-123532,267962,699.892,-145130
7/7/2005, ,-4357.37,227425,-20594.3,-202473
7/8/2005, ,-1417050,1692695,-26721.1,-248920
7/9/2005, ,-349361,937953,140769,-729361
7/10/2005,346245, ,619411,-12965.2,-952691
7/11/2005,671942, ,449033,-37622.5,-1083350
7/12/2005,330014, ,378208,-39422.7,-668799
7/13/2005, ,-92011.7,598884,-24655,-482217
7/14/2005,98036.1, ,359786,17552.9,-475375
7/15/2005,64342.7, ,423448,-42164.7,-445626
7/16/2005, ,-203937,677181,-12538,-460706
7/17/2005, ,-276959,752956,10808.1,-486805
7/18/2005,131245, ,480511,6105.55,-617862
7/19/2005,373091, ,296569,-32776.9,-636883
7/20/2005,346679, ,207046,-43712.8,-510012
7/21/2005,227376, ,143671,-43005,-328042
7/22/2005,147503, ,108954,-40695.1,-215762
7/23/2005,109021, ,85607.5,-41404.8,-153224
7/24/2005,83839.1, ,69750.5,-40845.3,-112744
7/25/2005, ,-240298,365390,-36988,-88104.1
7/26/2005, ,-64164.7,186917,50830.1,-173583
7/27/2005, ,-219619,458838,-31866.3,-207353
7/28/2005,133232, ,194490,9326.48,-337048
7/29/2005,151048, ,168328,-39294.7,-280082
7/30/2005,166040, ,143228,-35383.2,-273885
7/31/2005,86187.8, ,119904,-37410.1,-168682
8/1/2005,82660.4, ,100434,-39274.2,-143820
8/2/2005,83604.8, ,76604.3,-39020.2,-121189
8/3/2005,66390, ,73404.2,-40813.3,-98980.9
8/4/2005,66300.1, ,55091.3,-34991.4,-86400
8/5/2005,71008.6, ,58241.3,-42849.9,-86400
8/6/2005,77510.5, ,46336.7,-37447.2,-86400
8/7/2005,81646.4, ,43430.8,-38677.2,-86400
8/8/2005, ,-27505.6,152280,-38374.5,-86400
8/9/2005,8252.4, ,62025.5,16122.1,-86400
8/10/2005,68923.8, ,51548.5,-34072.3,-86400
8/11/2005,77485.1, ,48264.8,-37131.8,-88618
8/12/2005,15480.3, ,110865,-39945.2,-86400
8/13/2005,40554.9, ,55203.7,-9358.62,-86400
8/14/2005, ,-275723,404159,-42035.9,-86400
8/15/2005, ,-1582.63,144450,47208.5,-190076
8/16/2005,117749, ,124536,-41014.1,-201271
8/17/2005,156263, ,104208,-36089.2,-224382
8/18/2005,69485.4, ,88041.7,-33129.2,-124398
8/19/2005, ,-69904.7,210569,-35069.1,-105595
8/20/2005,13637.9, ,116200,4435.37,-134273
8/21/2005,76117.1, ,95915,-33762,-138270
8/22/2005,107306, ,69827.2,-36239.1,-140894
8/23/2005,74369.9, ,55579.6,-35968.9,-93980.6
8/24/2005,70837.6, ,47198.7,-31636.3,-86400
8/25/2005,75369.5, ,41850.3,-30819.8,-86400
8/26/2005,77782.6, ,38222.3,-29604.9,-86400
8/27/2005,59602.9, ,58184.7,-31387.6,-86400
8/28/2005, ,-288628,392363,-17335.1,-86400
8/29/2005,1138.33, ,97655.3,64129.7,-162923
8/30/2005,74230.4, ,141177,-32673.5,-182734
8/31/2005, ,-46092.1,278563,-22072.3,-210399
9/1/2005,18088.5, ,155066,-689.067,-172465
9/2/2005,82395.1, ,142412,-33205,-191602
9/3/2005,96536.5, ,126501,-31024.4,-192014
9/4/2005,64899.6, ,107452,-31025.7,-141326
9/5/2005,75528.4, ,78329.4,-28402.5,-125455
9/6/2005,71816.1, ,60653.4,-28375,-104094
9/7/2005,66601.1, ,49056.5,-29257.6,-86400
9/8/2005,74937.9, ,40383.9,-28921.8,-86400
9/9/2005,80106.7, ,35259.2,-28965.9,-86400
9/10/2005,83756, ,32132.3,-29488.3,-86400
9/11/2005,83809.2, ,30129.7,-27538.9,-86400
9/12/2005,84206.6, ,28739.8,-26546.4,-86400
9/13/2005,85761.7, ,27702.8,-27064.5,-86400
9/14/2005,33840.7, ,82425.7,-29866.4,-86400
9/15/2005, ,-35847.1,107836,14411.5,-86400
9/16/2005, ,-24551.9,106700,4252,-86400
9/17/2005,67370.1, ,51460.9,-19843.9,-98987.1
9/18/2005,69668, ,50140.6,-31143.1,-88665.5
9/19/2005,65432.1, ,49422.2,-28454.3,-86400
9/20/2005,66932.4, ,47585,-28117.4,-86400
9/21/2005,69654.1, ,45267.1,-28521.2,-86400
9/22/2005,73073.2, ,40115.9,-26789.1,-86400
9/23/2005,77816, ,34703.5,-26119.5,-86400
9/24/2005,83767.5, ,30394.8,-27762.3,-86400
9/25/2005,84384.2, ,27600.9,-25585.1,-86400
9/26/2005, ,-122662,233788,-24726.5,-86400
9/27/2005, ,-6775.42,61066.2,42970.6,-97261.4
9/28/2005,70390.3, ,61469.2,-24374.3,-107485
9/29/2005, ,-39362,178593,-20456.8,-118775
9/30/2005, ,-94.1033,96981.1,3489.27,-100376
10/1/2005,33282.5, ,98434,-19368.6,-112348
10/2/2005,47643.9, ,95802.4,-18776.8,-124670
10/3/2005,29059.1, ,89970.8,-21957.4,-97072.5
10/4/2005,46532.6, ,70412.6,-22209.5,-94735.7
10/5/2005,53465.3, ,56483.1,-23548.4,-86400
10/6/2005,61408.9, ,49473.4,-24482.3,-86400
10/7/2005, ,-5781620,5889910,-21887.2,-86400
10/8/2005, ,-7484340,25123700,371460,-18010800
10/9/2005, ,0,4812170,802274,-5614440
10/10/2005,1061856, ,2585280,-18336,-3628800
10/11/2005,1413124, ,2235520,-19843.7,-3628800
10/12/2005,172660, ,2990290,48040.4,-3210990
10/13/2005, ,-575729,3064740,114686,-2603700
10/14/2005,688721, ,2013399,61396.6,-2763520
10/15/2005,1800602, ,878931,9943.28,-2689480
10/16/2005,1588580, ,414028,-16918.5,-1985690
10/17/2005,816244, ,304968,-19092.9,-1102120
10/18/2005,295607, ,249882,-12846.7,-532642
10/19/2005,131305, ,205994,-14339.1,-322959
10/20/2005,96037.2, ,174316,-16739,-253615
10/21/2005,53604.5, ,173349,-16889.3,-210064
10/22/2005, ,-1260650,1453148,-7948.61,-184553
10/23/2005, ,-118635,561094,157812,-600271
10/24/2005, ,-831985,1574034,-12851.8,-729197
10/25/2005, ,-2518940,3666220,58608.9,-1205880
10/26/2005, ,-268600,2095200,130256,-1956860
10/27/2005,956630, ,1496548,-8026.16,-2445150
10/28/2005,1384967, ,1045539,-11183.1,-2419320
10/29/2005,810426, ,745578,-10242,-1545760
10/30/2005,625596, ,481263,-10970.6,-1095890
10/31/2005,419668, ,349438,-11646.3,-757460
11/1/2005,249065, ,289230,-12868.8,-525426
11/2/2005,168188, ,213903,-8780.6,-373310
11/3/2005,119729, ,178651,-14189.1,-284191
11/4/2005,80195, ,158912,-11845.3,-227261
11/5/2005,51004.3, ,145902,-13084.1,-183822
11/6/2005, ,-37192.7,213563,-15215.2,-161155
11/7/2005,7678.01, ,149247,15867.3,-172792
11/8/2005,42042.5, ,142379,-14850.8,-169570
11/9/2005, ,-233184,413790,-12209.9,-168396
11/10/2005, ,-35170.6,217837,52471.7,-235138
11/11/2005,45135.1, ,225296,-12429.3,-258002
11/12/2005,67015.4, ,228959,-10333,-285641
11/13/2005,5235.14, ,227685,-8889.07,-224031
11/14/2005,26605.1, ,211937,-11228.9,-227313
11/15/2005, ,-28242.8,262240,-11137.3,-222860
11/16/2005, ,-947493,1181207,240.039,-233954
11/17/2005, ,-199019,644181,106633,-551795
11/18/2005,144876, ,562420,-11419.6,-695876
11/19/2005,316414, ,487026,-7503.93,-795936
11/20/2005,153158, ,418684,-7299.52,-564542
11/21/2005, ,-552901,1050344,-8065.87,-489377
11/22/2005, ,-388413,972016,68414.8,-652018
11/23/2005,45588.8, ,750420,17672.5,-813681
11/24/2005,388913, ,541858,-6510.54,-924260
11/25/2005,346468, ,412547,-4250.63,-754765
11/26/2005,240460, ,332822,-5007.31,-568275
11/27/2005,147400, ,286521,-4845.41,-429076
11/28/2005,102145, ,245256,-3437.86,-343963
11/29/2005, ,-3239560,3534620,-6862.09,-288200
11/30/2005, ,-451347,1549136,257677,-1355470
12/1/2005,554492, ,1233918,-12072.9,-1776340
12/2/2005,1152253, ,962165,-8526.29,-2105890
12/3/2005,509807, ,745942,-7342.43,-1248410
12/4/2005,391595, ,594706,-5626.35,-980675
12/5/2005,289594, ,483028,-5017.19,-767604
12/6/2005,210977, ,401932,-5016.79,-607892
12/7/2005,223567, ,274655,-5000.21,-493222
12/8/2005,178708, ,212606,-4776.26,-386538
12/9/2005,122602, ,177943,-4147.93,-296398
12/10/2005,69769.5, ,156472,-4506.32,-221735
12/11/2005,44639.5, ,142058,-4356.77,-182340
12/12/2005,31271, ,131665,-4112.14,-158824
12/13/2005,24071.3, ,123801,-4474.43,-143398
12/14/2005,18750, ,117669,-3910.71,-132508
12/15/2005,14667.7, ,112472,-2761.6,-124378
12/16/2005, ,-305902,427046,-3163.61,-117981
12/17/2005,100034, ,123370,-4340.63,-219062
12/18/2005,103574, ,123120,-5730.41,-220963
12/19/2005,107371, ,122407,-5266.17,-224512
12/20/2005,7091.42, ,121156,-5282.09,-122965
12/21/2005,7281.77, ,119257,-4311.7,-122227
12/22/2005,8255.22, ,116654,-3969.65,-120940
12/23/2005,9820.38, ,113426,-4223.85,-119023
12/24/2005,16297.7, ,105250,-5102.03,-116446
12/25/2005, ,-1017560,1136210,-6870.74,-111777
12/26/2005,153057, ,205769,92803.3,-451629
12/27/2005,276090, ,213122,-6803.17,-482410
12/28/2005,307807, ,217499,-6939.07,-518367
12/29/2005, ,-397729,615994,-6134.82,-212130
12/30/2005,26863, ,302788,19220.9,-348872
12/31/2005, ,-101257,487012,-6994.66,-378760
1/1/2006,29964.8, ,435419,3214.2,-468598
1/2/2006, ,-1035700,1449478,-5369.01,-408406
1/3/2006, ,-198500,936877,52259.7,-790636
1/4/2006,415063, ,507228,18300.3,-940591
1/5/2006,510564, ,459792,-5828.49,-964528
1/6/2006,278185, ,360813,-4365.42,-634632
1/7/2006,144126, ,305449,-6964.11,-442611
1/8/2006,118918, ,261314,-4880.53,-375351
1/9/2006,86944.4, ,227498,-5250.27,-309192
1/10/2006,82708.8, ,188055,-6009.94,-264754
1/11/2006, ,-968175,1201394,-7596.68,-225622
1/12/2006,86619, ,378093,74270.2,-538982
1/13/2006,44637.1, ,551789,-7245.52,-589181
1/14/2006, ,-2274700,2985650,-525.169,-710425
1/15/2006, ,-136026,1304757,136446,-1305180
1/16/2006,682357, ,905747,25961.5,-1614070
1/17/2006,957607, ,779322,-4878.01,-1732050
1/18/2006, ,-5338330,6981450,-5198.44,-1637930
1/19/2006,78126.7, ,2514560,296153,-2888840
1/20/2006,1267991, ,2148610,8509.34,-3425110
1/21/2006,1624733, ,1973293,30773.9,-3628800
1/22/2006,350626, ,1822894,38634.5,-2212150
1/23/2006, ,-1314880,3266140,44212.4,-1995480
1/24/2006, ,-79000,2315340,132391,-2368730
1/25/2006,382479, ,2033740,51905.6,-2468120
1/26/2006,1160988, ,1327804,49614.7,-2538410
1/27/2006,1078483, ,792693,21118.8,-1892290
1/28/2006,723554, ,666858,-5666.06,-1384750
1/29/2006, ,-476077,1403955,1240.76,-929118
1/30/2006, ,-561720,1459211,57011,-954502
1/31/2006, ,-605552,1734342,47884.3,-1176670
2/1/2006,343726, ,1112259,76517.8,-1532500
2/2/2006,615584, ,822136,-2449.15,-1435270
2/3/2006, ,-2882610,4112650,-7129.92,-1222910
2/4/2006, ,-1706460,4035680,157352,-2486580
2/5/2006,1113477, ,1773926,102752,-2990160
2/6/2006,2205710, ,1110639,-8930.63,-3307420
2/7/2006,1564470, ,752132,-9854.19,-2306750
2/8/2006,686304, ,534078,-8149.42,-1212230
2/9/2006,391076, ,415395,-7521.36,-798950
2/10/2006,230101, ,344004,-6903.66,-567202
2/11/2006,155715, ,282203,-6758.03,-431159
2/12/2006,123935, ,228076,-4810,-347201
2/13/2006,90373.2, ,200104,-5715.86,-284761
2/14/2006,57541.8, ,184170,-4917.75,-236794
2/15/2006, ,-59873.7,269354,-5363.6,-204117
2/16/2006, ,-321198,531799,7274.38,-217876
2/17/2006, ,-271840,561574,38706.5,-328441
2/18/2006,164728, ,272057,17457.1,-454242
2/19/2006,191240, ,273280,-9376.28,-455143
2/20/2006,104230, ,270943,-6203.8,-368970
2/21/2006,15604.3, ,263632,-7142.73,-272093
2/22/2006,14296.4, ,263088,-8099.12,-269285
2/23/2006,29211.8, ,244701,-8025.58,-265888
2/24/2006,56108.5, ,210617,-9584.91,-257140
2/25/2006,60989.3, ,186364,-7885.17,-239468
2/26/2006,57268.9, ,164649,-8023.99,-213894
2/27/2006,45371.2, ,150014,-8175,-187210
2/28/2006,35625.7, ,137700,-6316.69,-167009
3/1/2006,28059.6, ,128111,-5382.46,-150788
3/2/2006, ,-4062.22,148894,-6223.95,-138608
3/3/2006,30037.1, ,115110,-6911.95,-138235
3/4/2006,27581.8, ,109301,-6177.88,-130705
3/5/2006, ,-80517.6,211863,-6910.2,-124435
3/6/2006, ,-45623.6,182362,8686.66,-145425
3/7/2006,2026.72, ,166220,-404.723,-167842
3/8/2006,39221.7, ,151718,-4125.34,-186815
3/9/2006, ,-19121.4,194352,-8463.83,-166767
3/10/2006,36224.6, ,136280,-1741.26,-170763
3/11/2006,59067.6, ,115707,-13991,-160783
3/12/2006, ,-317578,485191,-18833.9,-148780
3/13/2006, ,-454089,676608,23206.9,-245726
3/14/2006,118208, ,282077,25550.2,-425835
3/15/2006,279920, ,216679,-15306.8,-481292
3/16/2006,202102, ,203471,-13785.1,-391788
3/17/2006,59661.2, ,186878,-12464.3,-234075
3/18/2006,43701, ,171299,-12657.5,-202343
3/19/2006,41586, ,157693,-12063.2,-187216
3/20/2006,45304.3, ,138570,-11917.6,-171957
3/21/2006,49102.6, ,118359,-11607.6,-155854
3/22/2006,44807.1, ,103618,-10217.1,-138208
3/23/2006,39094.2, ,92509.3,-11421.1,-120182
3/24/2006,32676.5, ,84441.5,-12289.3,-104829
3/25/2006,25194.3, ,80800.1,-12471.6,-93522.8
3/26/2006,20214.4, ,79964.8,-13779.2,-86400
3/27/2006,26589.6, ,70539.2,-10728.8,-86400
3/28/2006,34151.6, ,66571.3,-14322.9,-86400
3/29/2006,38963.8, ,63095.1,-15658.9,-86400
3/30/2006,42815, ,60033.2,-16448.2,-86400
3/31/2006,36876.4, ,67449.6,-17926,-86400
4/1/2006, ,-51210.3,156823,-19212.8,-86400
4/2/2006,42956.5, ,58334.9,-6522.8,-94768.6
4/3/2006, ,-191767,307787,-21817.5,-94202.5
4/4/2006,76484.8, ,85515.9,12314.3,-174315
4/5/2006, ,-2786.36,169332,-15999.7,-150546
4/6/2006,93443.2, ,89767,4334.8,-187545
4/7/2006, ,-411879,542149,-15398.7,-114872
4/8/2006, ,-445152,642045,70189.7,-267083
4/9/2006, ,-41046.8,431406,34294.5,-424654
4/10/2006,126737, ,428273,-16476.5,-538533
4/11/2006,151988, ,366642,-18055.5,-500575
4/12/2006,128337, ,301417,-20979.9,-408774
4/13/2006,100662, ,287363,-22580.7,-365444
4/14/2006, ,-6095.9,339741,-15171.1,-318474
4/15/2006,90500, ,221784,-2777.27,-309507
4/16/2006,148699, ,160708,-26445.1,-282963
4/17/2006,145387, ,119055,-23697.2,-240745
4/18/2006,95843.4, ,95153.6,-23814.4,-167183
4/19/2006,67710.9, ,79912.4,-22650.9,-124972
4/20/2006,54942.5, ,69524.3,-26426.5,-98040.3
4/21/2006,38676.9, ,75899.4,-28176.3,-86400
4/22/2006, ,-1936180,2043970,-21394,-86400
4/23/2006, ,-818541,1331953,216386,-729798
4/24/2006, ,-821112,1949408,22311.1,-1150610
4/25/2006,462663, ,1273296,39151.7,-1775110
4/26/2006,565974, ,974829,-22584.4,-1518220
4/27/2006,709110, ,712188,-22119.9,-1399180
4/28/2006,493102, ,516074,-22405,-986771
4/29/2006,378491, ,379349,-23476.4,-734364
4/30/2006,327366, ,230211,-21706.4,-535870
5/1/2006,245331, ,152690,-22810.3,-375211
5/2/2006,168819, ,109567,-24302,-254084
5/3/2006,101344, ,88507.3,-25695.7,-164156
5/4/2006,66218.7, ,77270.5,-26567.7,-116921
5/5/2006,48207.8, ,70557.6,-26983.9,-91781.5
5/6/2006,51673.8, ,66187.6,-31461.4,-86400
5/7/2006,52523.4, ,63116,-29239.4,-86400
5/8/2006,50556.7, ,60680.2,-24836.9,-86400
5/9/2006,55102.1, ,58606.3,-27308.4,-86400
5/10/2006,57008.4, ,56786.9,-27395.3,-86400
5/11/2006, ,-843274,958638,-28964.5,-86400
5/12/2006, ,-40617.4,229082,169546,-358010
5/13/2006, ,-485121,920711,-20754.3,-414836
5/14/2006,160592, ,514720,27498.1,-702810
5/15/2006, ,-659365,1243634,-29431.6,-554838
5/16/2006,4533.17, ,856787,31701.5,-893022
5/17/2006,214167, ,681324,-23776.9,-871714
5/18/2006,230085, ,724980,-27816.6,-927248
5/19/2006, ,-10928,773268,-7976.33,-754364
5/20/2006,225884, ,487690,12949.6,-726524
5/21/2006,381023, ,305131,-24174.6,-661979
5/22/2006,333976, ,212768,-24714.3,-522030
5/23/2006,209024, ,151793,-25620.6,-335196
5/24/2006,128394, ,119473,-24636.4,-223231
5/25/2006,86718.1, ,100441,-25813.9,-161345
5/26/2006,16353.1, ,136135,-28585.7,-123902
5/27/2006,38656.2, ,90470.2,-10443.6,-118683
5/28/2006,65321.3, ,79111.1,-35417.2,-109015
5/29/2006,66276.7, ,71546.5,-35917.8,-101905
5/30/2006, ,-36191.5,160437,-37845.2,-86400
5/31/2006,27076.7, ,81282.3,-4660.95,-103698
6/1/2006, ,-63552.5,210115,-42141,-104422
6/2/2006, ,-76653.5,239415,-12150.1,-150611
6/3/2006, ,-116106,303994,-10950.9,-176938
6/4/2006, ,-194066,442269,2971.57,-251175
6/5/2006,63558, ,259647,5354.38,-328559
6/6/2006,134883, ,233867,-33446.9,-335303
6/7/2006, ,-70481.3,414680,-32271,-311928
6/8/2006, ,-101321,393521,10531.2,-302731
6/9/2006,25120.1, ,333512,-11276.1,-347356
6/10/2006,173131, ,229618,-22178.2,-380571
6/11/2006,183205, ,168204,-32524.8,-318884
6/12/2006,149921, ,123199,-29342.2,-243778
6/13/2006,108772, ,96222.8,-31320.9,-173674
6/14/2006,34291.4, ,127342,-32424.4,-129209
6/15/2006,59140.3, ,81498.3,-25050.7,-115588
6/16/2006,70247.4, ,67571.2,-36131,-101688
6/17/2006,67570.8, ,58806.6,-34240.3,-92137
6/18/2006,70123.8, ,53243.4,-36967.2,-86400
6/19/2006, ,-147992,276432,-42039.8,-86400
6/20/2006,6395.2, ,89528.5,33570.3,-129494
6/21/2006,99873.6, ,81165.2,-41304.2,-139735
6/22/2006,4559.3, ,182618,-38135.4,-149042
6/23/2006, ,-418118,547582,-11693.2,-117771
6/24/2006, ,-246825,476263,41017.4,-270455
6/25/2006, ,-4730270,5128060,4366.3,-402154
6/26/2006, ,-2890740,13704600,261286,-11075100
6/27/2006, ,0,19812070,385014,-20197100
6/28/2006, ,0,7758710,477177,-8235890
6/29/2006,771590, ,2744950,112260,-3628800
6/30/2006,2365574, ,1290863,-27636.7,-3628800
7/1/2006,2962664, ,689999,-23863.4,-3628800
7/2/2006,1038568, ,573131,-36428,-1575270
7/3/2006,498336, ,372044,-19049.4,-851331
7/4/2006,136205, ,450718,-41865.3,-545058
7/5/2006, ,-666103,1118621,12779.9,-465298
7/6/2006,35390.6, ,532541,79196.2,-647128
7/7/2006,331745, ,396339,-27457.2,-700627
7/8/2006,386877, ,330313,-34689.2,-682500
7/9/2006, ,-439673,897609,-38204.8,-419731
7/10/2006, ,-44449,527696,58173.2,-541420
7/11/2006,197248, ,425593,-37634.7,-585206
7/12/2006, ,-49470.5,707451,-41014.5,-616966
7/13/2006, ,-61369.1,602452,12497.1,-553580
7/14/2006,201785, ,401611,-24897.8,-578499
7/15/2006, ,-37329.7,638419,-30584.6,-570505
7/16/2006,151178, ,394399,1917,-547494
7/17/2006,242556, ,276140,-40553.5,-478143
7/18/2006,186502, ,292315,-42497.4,-436320
7/19/2006,107849, ,227431,-14328.5,-320952
7/20/2006,128709, ,176988,-40400.9,-265296
7/21/2006, ,-101165,375170,-41760.7,-232245
7/22/2006, ,-1326210,1568002,18073.9,-259863
7/23/2006, ,-369.333,609707,97382.2,-706720
7/24/2006,400579, ,489189,-38808.8,-850960
7/25/2006,542570, ,384091,-37695.3,-888966
7/26/2006,239189, ,293761,-38621.3,-494329
7/27/2006, ,-28253,457217,-39950.3,-389014
7/28/2006, ,-544095,922396,55.4415,-378356
7/29/2006, ,-13721.1,537979,33533.4,-557791
