Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Prompton Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Prompton Lake","Inflow from Upstream","Outflow to Downstream"
7/20/2001,0,43664.2,-43664.2
7/21/2001,0,41840.2,-41840.2
7/22/2001,0,40463.6,-40463.6
7/23/2001,0,39334.6,-39334.6
7/24/2001,0,38371.1,-38371.1
7/25/2001,0,40605.5,-40605.5
7/26/2001,0,54870.5,-54870.5
7/27/2001,0,37469.9,-37469.9
7/28/2001,0,35832.7,-35832.7
7/29/2001,0,35255.1,-35255.1
7/30/2001,0,34380,-34380
7/31/2001,0,33696.3,-33696.3
8/1/2001,0,33038.9,-33038.9
8/2/2001,0,32396.7,-32396.7
8/3/2001,0,66189,-66189
8/4/2001,0,32131.3,-32131.3
8/5/2001,0,31403.6,-31403.6
8/6/2001,0,30725.3,-30725.3
8/7/2001,0,55456.6,-55456.6
8/8/2001,0,30556.3,-30556.3
8/9/2001,0,29881.4,-29881.4
8/10/2001,0,71960,-71960
8/11/2001,0,32147.6,-32147.6
8/12/2001,0,50524.7,-50524.7
8/13/2001,0,31395.7,-31395.7
8/14/2001,0,29697.2,-29697.2
8/15/2001,0,28502.6,-28502.6
8/16/2001,0,32426.7,-32426.7
8/17/2001,0,83339.9,-83339.9
8/18/2001,0,30910.1,-30910.1
8/19/2001,0,67539.4,-67539.4
8/20/2001,0,40670.3,-40670.3
8/21/2001,0,30781.2,-30781.2
8/22/2001,0,29405.1,-29405.1
8/23/2001,0,40368.8,-40368.8
8/24/2001,0,28513.9,-28513.9
8/25/2001,0,26682.7,-26682.7
8/26/2001,0,25328.3,-25328.3
8/27/2001,0,28870.1,-28870.1
8/28/2001,0,60371.9,-60371.9
8/29/2001,0,25426.8,-25426.8
8/30/2001,0,24418.8,-24418.8
8/31/2001,0,316395,-316395
9/1/2001,0,47988.5,-47988.5
9/2/2001,0,51518.2,-51518.2
9/3/2001,0,53354.9,-53354.9
9/4/2001,0,285277,-285277
9/5/2001,0,95967.4,-95967.4
9/6/2001,0,91272.8,-91272.8
9/7/2001,0,84252.8,-84252.8
9/8/2001,0,65110.9,-65110.9
9/9/2001,0,51860.1,-51860.1
9/10/2001,0,92088.6,-92088.6
9/11/2001,0,49205.6,-49205.6
9/12/2001,0,39622.4,-39622.4
9/13/2001,0,157988,-157988
9/14/2001,0,246051,-246051
9/15/2001,0,79295.2,-79295.2
9/16/2001,0,75966,-75966
9/17/2001,0,71734,-71734
9/18/2001,0,64380.6,-64380.6
9/19/2001,0,57690.8,-57690.8
9/20/2001,0,531411,-531411
9/21/2001,0,157292,-157292
9/22/2001,0,128244,-128244
9/23/2001,0,105596,-105596
9/24/2001,0,2375159,-2375160
9/25/2001,0,1228800,-1228800
9/26/2001,0,626120,-626120
9/27/2001,0,673980,-673980
9/28/2001,0,747941,-747941
9/29/2001,0,422548,-422548
9/30/2001,0,315545,-315545
10/1/2001,0,244812,-244812
10/2/2001,0,164179,-164179
10/3/2001,0,118843,-118843
10/4/2001,0,94473.2,-94473.2
10/5/2001,0,81708.7,-81708.7
10/6/2001,0,110485,-110485
10/7/2001,0,72169.7,-72169.7
10/8/2001,0,66825.9,-66825.9
10/9/2001,0,63095.3,-63095.3
10/10/2001,0,59929.3,-59929.3
10/11/2001,0,57227.4,-57227.4
10/12/2001,0,54961.7,-54961.7
10/13/2001,0,52715.8,-52715.8
10/14/2001,0,163247,-163247
10/15/2001,0,63204.2,-63204.2
10/16/2001,0,160247,-160247
10/17/2001,0,80139.2,-80139.2
10/18/2001,0,76574.2,-76574.2
10/19/2001,0,77164,-77164
10/20/2001,0,76764.3,-76764.3
10/21/2001,0,75335.8,-75335.8
10/22/2001,0,73995.6,-73995.6
10/23/2001,0,263498,-263498
10/24/2001,0,128728,-128728
10/25/2001,0,99170.1,-99170.1
10/26/2001,0,91789.6,-91789.6
10/27/2001,0,90737.8,-90737.8
10/28/2001,0,83821.1,-83821.1
10/29/2001,0,79887,-79887
10/30/2001,0,75564.5,-75564.5
10/31/2001,0,67520.8,-67520.8
11/1/2001,0,60965.6,-60965.6
11/2/2001,0,64905,-64905
11/3/2001,0,56643.9,-56643.9
11/4/2001,0,74465.4,-74465.4
11/5/2001,0,59672.7,-59672.7
11/6/2001,0,51478.1,-51478.1
11/7/2001,0,49119.8,-49119.8
11/8/2001,0,46879.2,-46879.2
11/9/2001,0,45117.4,-45117.4
11/10/2001,0,43470.4,-43470.4
11/11/2001,0,42008.9,-42008.9
11/12/2001,0,40392.3,-40392.3
11/13/2001,0,38881,-38881
11/14/2001,0,37481.2,-37481.2
11/15/2001,0,36396.9,-36396.9
11/16/2001,0,34959.2,-34959.2
11/17/2001,0,33874.6,-33874.6
11/18/2001,0,32915,-32915
11/19/2001,0,38618.7,-38618.7
11/20/2001,0,57821,-57821
11/21/2001,0,33017.5,-33017.5
11/22/2001,0,32480.7,-32480.7
11/23/2001,0,31943.2,-31943.2
11/24/2001,0,31408.3,-31408.3
11/25/2001,0,304510,-304510
11/26/2001,0,64354.7,-64354.7
11/27/2001,0,73130.2,-73130.2
11/28/2001,0,113574,-113574
11/29/2001,0,123029,-123029
11/30/2001,0,392292,-392292
12/1/2001,0,180529,-180529
12/2/2001,0,182924,-182924
12/3/2001,0,156715,-156715
12/4/2001,0,135790,-135790
12/5/2001,0,117882,-117882
12/6/2001,0,102631,-102631
12/7/2001,0,88964.5,-88964.5
12/8/2001,0,199966,-199966
12/9/2001,0,115992,-115992
12/10/2001,0,97780.7,-97780.7
12/11/2001,0,89963.1,-89963.1
12/12/2001,0,93530.1,-93530.1
12/13/2001,0,104505,-104505
12/14/2001,0,267874,-267874
12/15/2001,0,157784,-157784
12/16/2001,0,130647,-130647
12/17/2001,0,374976,-374976
12/18/2001,0,352974,-352974
12/19/2001,0,221691,-221691
12/20/2001,0,235961,-235961
12/21/2001,0,203015,-203015
12/22/2001,0,175571,-175571
12/23/2001,0,154461,-154461
12/24/2001,0,149193,-149193
12/25/2001,0,117654,-117654
12/26/2001,0,99878.9,-99878.9
12/27/2001,0,87381.6,-87381.6
12/28/2001,0,77998.5,-77998.5
12/29/2001,0,70993.2,-70993.2
12/30/2001,0,65622.6,-65622.6
12/31/2001,0,61413.8,-61413.8
1/1/2002,0,57964.7,-57964.7
1/2/2002,0,55103.4,-55103.4
1/3/2002,0,52648.2,-52648.2
1/4/2002,0,50480.2,-50480.2
1/5/2002,0,48521.8,-48521.8
1/6/2002,0,125612,-125612
1/7/2002,0,94760.1,-94760.1
1/8/2002,0,50940.6,-50940.6
1/9/2002,0,50858.7,-50858.7
1/10/2002,0,71071.4,-71071.4
1/11/2002,0,145210,-145210
1/12/2002,0,55342.6,-55342.6
1/13/2002,0,56554,-56554
1/14/2002,0,53504.2,-53504.2
1/15/2002,0,58995.4,-58995.4
1/16/2002,0,50387.2,-50387.2
1/17/2002,0,53559.1,-53559.1
1/18/2002,0,47350.3,-47350.3
1/19/2002,0,45183.7,-45183.7
1/20/2002,0,43315.1,-43315.1
1/21/2002,0,41619.4,-41619.4
1/22/2002,0,40043.3,-40043.3
1/23/2002,0,38533.2,-38533.2
1/24/2002,0,172461,-172461
1/25/2002,0,90491.6,-90491.6
1/26/2002,0,223020,-223020
1/27/2002,0,381408,-381408
1/28/2002,0,525594,-525594
1/29/2002,0,707333,-707333
1/30/2002,0,1098404,-1098400
1/31/2002,0,1136803,-1136800
2/1/2002,0,1139592,-1139590
2/2/2002,0,511381,-511381
2/3/2002,0,416954,-416954
2/4/2002,0,328635,-328635
2/5/2002,0,261352,-261352
2/6/2002,0,207080,-207080
2/7/2002,0,184245,-184245
2/8/2002,0,201325,-201325
2/9/2002,0,197856,-197856
2/10/2002,0,1028272,-1028270
2/11/2002,0,379597,-379597
2/12/2002,0,274443,-274443
2/13/2002,0,277612,-277612
2/14/2002,0,243113,-243113
2/15/2002,0,383677,-383677
2/16/2002,0,557536,-557536
2/17/2002,0,264515,-264515
2/18/2002,0,201095,-201095
2/19/2002,0,189664,-189664
2/20/2002,0,394987,-394987
2/21/2002,0,251977,-251977
2/22/2002,0,153015,-153015
2/23/2002,0,135829,-135829
2/24/2002,0,120158,-120158
2/25/2002,0,108347,-108347
2/26/2002,0,182195,-182195
2/27/2002,0,114331,-114331
2/28/2002,0,92519.4,-92519.4
3/1/2002,0,85945.1,-85945.1
3/2/2002,0,141023,-141023
3/3/2002,0,359837,-359837
3/4/2002,0,126776,-126776
3/5/2002,0,99252.7,-99252.7
3/6/2002,0,96059.9,-96059.9
3/7/2002,0,96980.4,-96980.4
3/8/2002,0,88341.4,-88341.4
3/9/2002,0,371214,-371214
3/10/2002,0,107188,-107188
3/11/2002,0,98161,-98161
3/12/2002,0,98720.7,-98720.7
3/13/2002,0,107748,-107748
3/14/2002,0,112876,-112876
3/15/2002,0,81722.9,-81722.9
3/16/2002,0,439507,-439507
3/17/2002,0,119023,-119023
3/18/2002,0,127034,-127034
3/19/2002,0,132357,-132357
3/20/2002,0,411140,-411140
3/21/2002,0,261415,-261415
3/22/2002,0,163006,-163006
3/23/2002,0,154969,-154969
3/24/2002,0,224286,-224286
3/25/2002,0,244178,-244178
3/26/2002,0,826548,-826548
3/27/2002,0,996857,-996857
3/28/2002,0,620663,-620663
3/29/2002,0,653687,-653687
3/30/2002,0,383952,-383952
3/31/2002,0,565223,-565223
4/1/2002,0,362596,-362596
4/2/2002,0,248499,-248499
4/3/2002,0,302950,-302950
4/4/2002,0,167737,-167737
4/5/2002,0,136664,-136664
4/6/2002,0,115773,-115773
4/7/2002,0,102652,-102652
4/8/2002,0,92671.6,-92671.6
4/9/2002,0,162238,-162238
4/10/2002,0,95168.7,-95168.7
4/11/2002,0,86585.2,-86585.2
4/12/2002,0,80805.8,-80805.8
4/13/2002,0,196399,-196399
4/14/2002,0,463230,-463230
4/15/2002,0,258772,-258772
4/16/2002,0,152606,-152606
4/17/2002,0,135649,-135649
4/18/2002,0,118945,-118945
4/19/2002,0,125732,-125732
4/20/2002,0,136090,-136090
4/21/2002,0,106510,-106510
4/22/2002,0,119858,-119858
4/23/2002,0,85041,-85041
4/24/2002,0,76539.7,-76539.7
4/25/2002,0,244123,-244123
4/26/2002,0,99796,-99796
4/27/2002,0,129161,-129161
4/28/2002,0,1841678,-1841680
4/29/2002,0,478259,-478259
4/30/2002,0,622788,-622788
5/1/2002,0,460382,-460382
5/2/2002,0,991654,-991654
5/3/2002,0,496878,-496878
5/4/2002,0,379105,-379105
5/5/2002,0,291755,-291755
5/6/2002,0,215253,-215253
5/7/2002,0,153449,-153449
5/8/2002,0,148563,-148563
5/9/2002,0,260947,-260947
5/10/2002,0,132162,-132162
5/11/2002,0,115165,-115165
5/12/2002,0,657520,-657520
5/13/2002,0,2590049,-2590050
5/14/2002,0,918808,-918808
5/15/2002,0,632447,-632447
5/16/2002,0,560236,-560236
5/17/2002,0,679725,-679725
5/18/2002,0,1456006,-1456010
5/19/2002,0,741457,-741457
5/20/2002,0,499940,-499940
5/21/2002,0,333164,-333164
5/22/2002,0,247030,-247030
5/23/2002,0,198506,-198506
5/24/2002,0,167447,-167447
5/25/2002,0,147775,-147775
5/26/2002,0,142656,-142656
5/27/2002,0,125891,-125891
5/28/2002,0,201150,-201150
5/29/2002,0,120698,-120698
5/30/2002,0,151851,-151851
5/31/2002,0,270093,-270093
6/1/2002,0,129041,-129041
6/2/2002,0,120326,-120326
6/3/2002,0,113430,-113430
6/4/2002,0,109162,-109162
6/5/2002,0,669241,-669241
6/6/2002,0,1920191,-1920190
6/7/2002,0,590761,-590761
6/8/2002,0,426617,-426617
6/9/2002,0,346401,-346401
6/10/2002,0,276220,-276220
6/11/2002,0,221097,-221097
6/12/2002,0,308271,-308271
6/13/2002,0,189242,-189242
6/14/2002,0,1050617,-1050620
6/15/2002,0,1070698,-1070700
6/16/2002,0,566775,-566775
6/17/2002,0,384814,-384814
6/18/2002,0,459174,-459174
6/19/2002,0,294864,-294864
6/20/2002,0,233900,-233900
6/21/2002,0,190962,-190962
6/22/2002,0,252039,-252039
6/23/2002,0,179111,-179111
6/24/2002,0,130174,-130174
6/25/2002,0,162035,-162035
6/26/2002,0,142665,-142665
6/27/2002,0,176818,-176818
6/28/2002,0,112871,-112871
6/29/2002,0,99993.6,-99993.6
6/30/2002,0,92104.5,-92104.5
7/1/2002,0,85970.9,-85970.9
7/2/2002,0,81255.3,-81255.3
7/3/2002,0,77246.9,-77246.9
7/4/2002,0,74224.1,-74224.1
7/5/2002,0,71339.8,-71339.8
7/6/2002,0,69073.5,-69073.5
7/7/2002,0,67058.1,-67058.1
7/8/2002,0,65205.6,-65205.6
7/9/2002,0,175254,-175254
7/10/2002,0,65207.1,-65207.1
7/11/2002,0,64038.4,-64038.4
7/12/2002,0,62806.6,-62806.6
7/13/2002,0,64770.5,-64770.5
7/14/2002,0,61077.7,-61077.7
7/15/2002,0,59377.4,-59377.4
7/16/2002,0,56544.9,-56544.9
7/17/2002,0,54134.4,-54134.4
7/18/2002,0,52250.4,-52250.4
7/19/2002,0,84894.4,-84894.4
7/20/2002,0,51271.5,-51271.5
7/21/2002,0,49577.8,-49577.8
7/22/2002,0,48092.6,-48092.6
7/23/2002,0,275920,-275920
7/24/2002,0,60551.4,-60551.4
7/25/2002,0,61317.5,-61317.5
7/26/2002,0,81647,-81647
7/27/2002,0,61393.2,-61393.2
7/28/2002,0,78820.9,-78820.9
7/29/2002,0,56448.2,-56448.2
7/30/2002,0,52362.4,-52362.4
7/31/2002,0,46752.4,-46752.4
8/1/2002,0,43306.7,-43306.7
8/2/2002,0,133683,-133683
8/3/2002,0,48905.8,-48905.8
8/4/2002,0,45296.1,-45296.1
8/5/2002,0,106047,-106047
8/6/2002,0,47229,-47229
8/7/2002,0,45133.6,-45133.6
8/8/2002,0,43254.3,-43254.3
8/9/2002,0,41461.3,-41461.3
8/10/2002,0,38666.7,-38666.7
8/11/2002,0,36623.1,-36623.1
8/12/2002,0,35081.7,-35081.7
8/13/2002,0,33691.4,-33691.4
8/14/2002,0,47521,-47521
8/15/2002,0,55621.9,-55621.9
8/16/2002,0,39769.8,-39769.8
8/17/2002,0,32255.8,-32255.8
8/18/2002,0,31321.8,-31321.8
8/19/2002,0,68801.2,-68801.2
8/20/2002,0,46507.3,-46507.3
8/21/2002,0,32636.9,-32636.9
8/22/2002,0,138579,-138579
8/23/2002,0,71079.5,-71079.5
8/24/2002,0,631030,-631030
8/25/2002,0,116801,-116801
8/26/2002,0,124922,-124922
8/27/2002,0,115796,-115796
8/28/2002,0,114495,-114495
8/29/2002,0,443539,-443539
8/30/2002,0,180338,-180338
8/31/2002,0,148308,-148308
9/1/2002,0,173607,-173607
9/2/2002,0,99887.4,-99887.4
9/3/2002,0,119054,-119054
9/4/2002,0,282673,-282673
9/5/2002,0,116235,-116235
9/6/2002,0,91291.5,-91291.5
9/7/2002,0,75093.3,-75093.3
9/8/2002,0,63608.3,-63608.3
9/9/2002,0,54236,-54236
9/10/2002,0,47513.4,-47513.4
9/11/2002,0,42819.1,-42819.1
9/12/2002,0,38266.8,-38266.8
9/13/2002,0,35463.1,-35463.1
9/14/2002,0,33417.5,-33417.5
9/15/2002,0,245222,-245222
9/16/2002,0,74543.1,-74543.1
9/17/2002,0,52511.8,-52511.8
9/18/2002,0,51814.3,-51814.3
9/19/2002,0,50417.9,-50417.9
9/20/2002,0,48399.7,-48399.7
9/21/2002,0,51136.4,-51136.4
9/22/2002,0,1273001,-1273000
9/23/2002,0,414454,-414454
9/24/2002,0,270367,-270367
9/25/2002,0,245826,-245826
9/26/2002,0,602995,-602995
9/27/2002,0,3008397,-3008400
9/28/2002,0,922422,-922422
9/29/2002,0,679142,-679142
9/30/2002,0,420961,-420961
10/1/2002,0,283952,-283952
10/2/2002,0,229515,-229515
10/3/2002,0,188901,-188901
10/4/2002,0,181612,-181612
10/5/2002,0,118486,-118486
10/6/2002,0,97065.8,-97065.8
10/7/2002,0,90639.9,-90639.9
10/8/2002,0,79215,-79215
10/9/2002,0,73989.6,-73989.6
10/10/2002,0,215313,-215313
10/11/2002,0,2783603,-2783600
10/12/2002,0,2408044,-2408040
10/13/2002,0,984152,-984152
10/14/2002,0,770308,-770308
10/15/2002,0,655971,-655971
10/16/2002,0,3526738,-3526740
10/17/2002,0,1467740,-1467740
10/18/2002,0,875839,-875839
10/19/2002,0,559302,-559302
10/20/2002,0,363372,-363372
10/21/2002,0,275009,-275009
10/22/2002,0,227782,-227782
10/23/2002,0,199216,-199216
10/24/2002,0,172138,-172138
10/25/2002,0,287147,-287147
10/26/2002,0,429569,-429569
10/27/2002,0,250316,-250316
10/28/2002,0,216552,-216552
10/29/2002,0,211014,-211014
10/30/2002,0,211696,-211696
10/31/2002,0,203477,-203477
11/1/2002,0,217499,-217499
11/2/2002,0,192011,-192011
11/3/2002,0,178313,-178313
11/4/2002,0,163205,-163205
11/5/2002,0,221317,-221317
11/6/2002,0,364002,-364002
11/7/2002,0,202894,-202894
11/8/2002,0,195928,-195928
11/9/2002,0,178387,-178387
11/10/2002,0,166235,-166235
11/11/2002,0,242439,-242439
11/12/2002,0,1102304,-1102300
11/13/2002,0,278594,-278594
11/14/2002,0,236039,-236039
11/15/2002,0,227712,-227712
11/16/2002,0,801160,-801160
11/17/2002,0,569430,-569430
11/18/2002,0,370168,-370168
11/19/2002,0,332358,-332358
11/20/2002,0,277179,-277179
11/21/2002,0,330417,-330417
11/22/2002,0,541629,-541629
11/23/2002,0,448214,-448214
11/24/2002,0,436268,-436268
11/25/2002,0,393852,-393852
11/26/2002,0,340649,-340649
11/27/2002,0,278560,-278560
11/28/2002,0,247851,-247851
11/29/2002,0,222816,-222816
11/30/2002,0,215064,-215064
12/1/2002,0,177011,-177011
12/2/2002,0,158057,-158057
12/3/2002,0,143387,-143387
12/4/2002,0,131802,-131802
12/5/2002,0,122692,-122692
12/6/2002,0,115298,-115298
12/7/2002,0,109209,-109209
12/8/2002,0,103871,-103871
12/9/2002,0,99283.4,-99283.4
12/10/2002,0,95293.6,-95293.6
12/11/2002,0,91609,-91609
12/12/2002,0,106798,-106798
12/13/2002,0,117470,-117470
12/14/2002,0,201013,-201013
12/15/2002,0,91596,-91596
12/16/2002,0,99759.9,-99759.9
12/17/2002,0,85933.8,-85933.8
12/18/2002,0,84208,-84208
12/19/2002,0,82501.5,-82501.5
12/20/2002,0,363095,-363095
12/21/2002,0,104858,-104858
12/22/2002,0,97128.5,-97128.5
12/23/2002,0,94903.9,-94903.9
12/24/2002,0,92649.2,-92649.2
12/25/2002,0,112944,-112944
12/26/2002,0,89811.4,-89811.4
12/27/2002,0,87495,-87495
12/28/2002,0,82591.5,-82591.5
12/29/2002,0,78282.2,-78282.2
12/30/2002,0,74469.2,-74469.2
12/31/2002,0,85679.2,-85679.2
1/1/2003,0,837844,-837844
1/2/2003,0,145036,-145036
1/3/2003,0,144992,-144992
1/4/2003,0,147740,-147740
1/5/2003,0,146222,-146222
1/6/2003,0,141541,-141541
1/7/2003,0,135090,-135090
1/8/2003,0,127594,-127594
1/9/2003,0,111501,-111501
1/10/2003,0,93801.8,-93801.8
1/11/2003,0,83027.9,-83027.9
1/12/2003,0,75461.3,-75461.3
1/13/2003,0,69738.9,-69738.9
1/14/2003,0,65333.3,-65333.3
1/15/2003,0,61855.1,-61855.1
1/16/2003,0,59037.5,-59037.5
1/17/2003,0,56659.7,-56659.7
1/18/2003,0,54642,-54642
1/19/2003,0,52870.4,-52870.4
1/20/2003,0,51248.4,-51248.4
1/21/2003,0,49760.4,-49760.4
1/22/2003,0,48405,-48405
1/23/2003,0,47147.4,-47147.4
1/24/2003,0,45966.2,-45966.2
1/25/2003,0,44835.8,-44835.8
1/26/2003,0,43728.6,-43728.6
1/27/2003,0,42672,-42672
1/28/2003,0,41703,-41703
1/29/2003,0,40765.3,-40765.3
1/30/2003,0,39836.3,-39836.3
1/31/2003,0,38930.2,-38930.2
2/1/2003,0,62357.5,-62357.5
2/2/2003,0,144802,-144802
2/3/2003,0,117929,-117929
2/4/2003,0,609565,-609565
2/5/2003,0,366610,-366610
2/6/2003,0,113652,-113652
2/7/2003,0,130323,-130323
2/8/2003,0,141250,-141250
2/9/2003,0,145331,-145331
2/10/2003,0,141073,-141073
2/11/2003,0,130272,-130272
2/12/2003,0,110493,-110493
2/13/2003,0,92389.9,-92389.9
2/14/2003,0,79421.5,-79421.5
2/15/2003,0,69919.5,-69919.5
2/16/2003,0,62894.4,-62894.4
2/17/2003,0,57651.1,-57651.1
2/18/2003,0,53551.1,-53551.1
2/19/2003,0,50217.7,-50217.7
2/20/2003,0,139012,-139012
2/21/2003,0,219486,-219486
2/22/2003,0,1030566,-1030570
2/23/2003,0,879707,-879707
2/24/2003,0,255790,-255790
2/25/2003,0,255066,-255066
2/26/2003,0,238443,-238443
2/27/2003,0,213953,-213953
2/28/2003,0,182225,-182225
3/1/2003,0,311504,-311504
3/2/2003,0,796176,-796176
3/3/2003,0,210002,-210002
3/4/2003,0,167401,-167401
3/5/2003,0,451907,-451907
3/6/2003,0,462729,-462729
3/7/2003,0,193765,-193765
3/8/2003,0,192676,-192676
3/9/2003,0,440985,-440985
3/10/2003,0,189048,-189048
3/11/2003,0,165461,-165461
3/12/2003,0,512434,-512434
3/13/2003,0,570615,-570615
3/14/2003,0,214039,-214039
3/15/2003,0,627695,-627695
3/16/2003,0,1313520,-1313520
3/17/2003,0,2073690,-2073690
3/18/2003,0,2353180,-2353180
3/19/2003,0,2226569,-2226570
3/20/2003,0,3055828,-3055830
3/21/2003,0,2609338,-2609340
3/22/2003,0,2090297,-2090300
3/23/2003,0,1085617,-1085620
3/24/2003,0,539380,-539380
3/25/2003,0,369113,-369113
3/26/2003,0,361044,-361044
3/27/2003,0,240119,-240119
3/28/2003,0,197698,-197698
3/29/2003,0,339348,-339348
3/30/2003,0,255950,-255950
3/31/2003,0,191104,-191104
4/1/2003,0,179804,-179804
4/2/2003,0,318491,-318491
4/3/2003,0,227636,-227636
4/4/2003,0,254802,-254802
4/5/2003,0,350763,-350763
4/6/2003,0,234589,-234589
4/7/2003,0,244085,-244085
4/8/2003,0,277232,-277232
4/9/2003,0,271833,-271833
4/10/2003,0,297480,-297480
4/11/2003,0,434927,-434927
4/12/2003,0,282555,-282555
4/13/2003,0,224793,-224793
4/14/2003,0,197309,-197309
4/15/2003,0,173406,-173406
4/16/2003,0,151388,-151388
4/17/2003,0,134028,-134028
4/18/2003,0,151199,-151199
4/19/2003,0,124962,-124962
4/20/2003,0,103973,-103973
4/21/2003,0,181720,-181720
4/22/2003,0,196117,-196117
4/23/2003,0,120693,-120693
4/24/2003,0,112766,-112766
4/25/2003,0,104688,-104688
4/26/2003,0,670706,-670706
4/27/2003,0,206726,-206726
4/28/2003,0,206320,-206320
4/29/2003,0,205740,-205740
4/30/2003,0,180128,-180128
5/1/2003,0,289581,-289581
5/2/2003,0,372335,-372335
5/3/2003,0,216695,-216695
5/4/2003,0,170881,-170881
5/5/2003,0,173245,-173245
5/6/2003,0,131761,-131761
5/7/2003,0,185770,-185770
5/8/2003,0,166355,-166355
5/9/2003,0,119006,-119006
5/10/2003,0,101756,-101756
5/11/2003,0,271428,-271428
5/12/2003,0,144220,-144220
5/13/2003,0,147976,-147976
5/14/2003,0,114709,-114709
5/15/2003,0,103624,-103624
5/16/2003,0,93942.5,-93942.5
5/17/2003,0,86248.4,-86248.4
5/18/2003,0,80074.4,-80074.4
5/19/2003,0,72696.3,-72696.3
5/20/2003,0,73093.5,-73093.5
5/21/2003,0,84264.8,-84264.8
5/22/2003,0,63195.4,-63195.4
5/23/2003,0,86994.6,-86994.6
5/24/2003,0,127684,-127684
5/25/2003,0,70592.6,-70592.6
5/26/2003,0,217122,-217122
5/27/2003,0,85307.7,-85307.7
5/28/2003,0,204364,-204364
5/29/2003,0,100678,-100678
5/30/2003,0,96167.3,-96167.3
5/31/2003,0,870773,-870773
6/1/2003,0,1553387,-1553390
6/2/2003,0,528248,-528248
6/3/2003,0,666321,-666321
6/4/2003,0,521896,-521896
6/5/2003,0,363475,-363475
6/6/2003,0,262812,-262812
6/7/2003,0,831551,-831551
6/8/2003,0,379154,-379154
6/9/2003,0,253907,-253907
6/10/2003,0,176178,-176178
6/11/2003,0,372106,-372106
6/12/2003,0,408399,-408399
6/13/2003,0,422660,-422660
6/14/2003,0,370622,-370622
6/15/2003,0,204414,-204414
6/16/2003,0,164357,-164357
6/17/2003,0,148806,-148806
6/18/2003,0,247366,-247366
6/19/2003,0,149054,-149054
6/20/2003,0,2351253,-2351250
6/21/2003,0,1589854,-1589850
6/22/2003,0,1010184,-1010180
6/23/2003,0,542996,-542996
6/24/2003,0,401666,-401666
6/25/2003,0,296253,-296253
6/26/2003,0,219744,-219744
6/27/2003,0,172922,-172922
6/28/2003,0,131708,-131708
6/29/2003,0,109880,-109880
6/30/2003,0,97902.5,-97902.5
7/1/2003,0,91145.9,-91145.9
7/2/2003,0,86646,-86646
7/3/2003,0,83187.4,-83187.4
7/4/2003,0,82709.5,-82709.5
7/5/2003,0,78414,-78414
7/6/2003,0,75435,-75435
7/7/2003,0,82476.2,-82476.2
7/8/2003,0,71305.9,-71305.9
7/9/2003,0,98220.8,-98220.8
7/10/2003,0,176936,-176936
7/11/2003,0,399408,-399408
7/12/2003,0,93362.8,-93362.8
7/13/2003,0,98901.8,-98901.8
7/14/2003,0,99813.9,-99813.9
7/15/2003,0,97814.6,-97814.6
7/16/2003,0,162183,-162183
7/17/2003,0,109209,-109209
7/18/2003,0,206490,-206490
7/19/2003,0,100325,-100325
7/20/2003,0,84784.5,-84784.5
7/21/2003,0,304848,-304848
7/22/2003,0,637531,-637531
7/23/2003,0,748873,-748873
7/24/2003,0,312331,-312331
7/25/2003,0,239349,-239349
7/26/2003,0,190307,-190307
7/27/2003,0,314324,-314324
7/28/2003,0,178288,-178288
7/29/2003,0,137162,-137162
7/30/2003,0,104823,-104823
7/31/2003,0,87490,-87490
8/1/2003,0,270927,-270927
8/2/2003,0,117000,-117000
8/3/2003,0,143626,-143626
8/4/2003,0,316890,-316890
8/5/2003,0,504617,-504617
8/6/2003,0,204293,-204293
8/7/2003,0,169906,-169906
8/8/2003,0,320828,-320828
8/9/2003,0,251279,-251279
8/10/2003,0,197859,-197859
8/11/2003,0,677402,-677402
8/12/2003,0,259224,-259224
8/13/2003,0,193604,-193604
8/14/2003,0,141547,-141547
8/15/2003,0,113422,-113422
8/16/2003,0,109248,-109248
8/17/2003,0,93904.4,-93904.4
8/18/2003,0,77110.5,-77110.5
8/19/2003,0,66888.2,-66888.2
8/20/2003,0,60944.1,-60944.1
8/21/2003,0,57093.6,-57093.6
8/22/2003,0,75292.6,-75292.6
8/23/2003,0,54471.3,-54471.3
8/24/2003,0,52335,-52335
8/25/2003,0,50530.3,-50530.3
8/26/2003,0,48960.2,-48960.2
8/27/2003,0,48386.5,-48386.5
8/28/2003,0,46417.6,-46417.6
8/29/2003,0,171993,-171993
8/30/2003,0,57149.5,-57149.5
8/31/2003,0,51236.9,-51236.9
9/1/2003,0,1462152,-1462150
9/2/2003,0,2891874,-2891870
9/3/2003,0,3556575,-3556570
9/4/2003,0,1925206,-1925210
9/5/2003,0,983066,-983066
9/6/2003,0,646854,-646854
9/7/2003,0,443671,-443671
9/8/2003,0,319150,-319150
9/9/2003,0,216204,-216204
9/10/2003,0,154844,-154844
9/11/2003,0,120409,-120409
9/12/2003,0,102823,-102823
9/13/2003,0,124111,-124111
9/14/2003,0,125291,-125291
9/15/2003,0,1416759,-1416760
9/16/2003,0,251077,-251077
9/17/2003,0,268090,-268090
9/18/2003,0,281614,-281614
9/19/2003,0,634271,-634271
9/20/2003,0,351742,-351742
9/21/2003,0,301427,-301427
